ts_ms,dt,bar,interesting,armed_dir,up_age,dn_age,aligned_bull,aligned_bear,price,ema25,ema200,atr_m1,adx_m1,min_adx,adx_pass,trend_quality,tq_pass,htf_block_long,htf_block_short,sideway_block,price_ok,in_session,detected,det_long,gate,atr_pctile,min_entry_pctile,atr_pctile_low,atr_pctile_high,min_entry_block,is_high_risk,potential_loss_usd,entry_max_loss,opposing_pos,entrytype_blocked,final_decision,ema75,ema100,m1_diplus,m1_diminus,m5_adx,m5_diplus,m5_diminus,m15_adx,m15_diplus,m15_diminus,prev_aligned_bull,prev_aligned_bear,last_bull_signal,last_bear_signal
1767311940000,2026.01.01 23:59,353136,1,1,0,-1,1,0,4348.37300,4343.96022,4326.18885,2.23214,29.849,18.000,1,7,1,0,1,0,1,1,1,1,fired,84.38,65.00,20.00,90.00,0,1,336.12,100.00,0,0,HIGH_RISK_ROUTE,4335.56258,4332.18802,33.534,14.441,66.003,38.582,2.830,31.176,38.808,9.849,0,0,353136,-1
1767321540000,2026.01.02 02:39,353296,1,1,0,-1,1,0,4352.19600,4348.48465,4344.34879,2.11486,20.213,18.000,1,7,1,0,0,0,1,1,1,1,fired,81.25,65.00,20.00,90.00,0,1,121.07,99.91,0,0,HIGH_RISK_ROUTE,4348.24223,4347.86207,28.869,16.386,17.045,20.833,14.966,41.445,22.251,11.072,0,0,353296,-1
1767335340000,2026.01.02 06:29,353526,1,1,0,-1,1,0,4379.75100,4377.28018,4372.78743,1.43536,24.045,18.000,1,6,1,0,0,0,1,1,1,1,fired,71.88,65.00,20.00,90.00,0,1,107.81,99.74,0,0,HIGH_RISK_ROUTE,4377.18007,4376.63346,26.351,13.114,19.483,17.523,14.952,52.583,20.424,11.599,0,0,353526,-1
1767339540000,2026.01.02 07:39,353596,1,1,0,-1,1,0,4379.73100,4376.41984,4374.25746,1.47671,30.319,18.000,1,6,1,0,0,0,1,1,1,1,fired,12.50,65.00,20.00,90.00,1,0,85.46,99.54,0,0,BLOCK:min_entry_pctile,4375.89928,4375.87913,24.057,14.698,25.601,16.242,12.546,37.364,15.070,10.828,0,0,353596,-1
1767355860000,2026.01.02 12:11,353868,1,1,0,-1,1,0,4396.02800,4393.86690,4391.20066,1.24721,30.922,18.000,1,8,1,0,0,0,1,1,1,1,fired,68.75,65.00,20.00,90.00,0,0,75.77,99.54,0,0,FIRE,4393.77544,4393.40846,31.394,9.908,18.418,17.369,14.793,38.256,17.216,13.635,0,0,353868,-1
1767359340000,2026.01.02 13:09,353926,1,1,0,-1,1,0,4397.18400,4393.64538,4391.95934,1.61000,59.726,18.000,1,6,1,0,1,0,1,1,1,1,fired,12.50,65.00,20.00,90.00,1,0,81.73,99.72,0,0,BLOCK:min_entry_pctile,4393.02055,4393.00281,34.348,8.011,26.551,25.830,14.980,28.877,14.327,17.276,0,0,353926,-1
1767360780000,2026.01.02 13:33,353950,1,-1,-1,0,0,1,4369.60500,4385.41781,4391.22674,4.44821,62.776,18.000,1,8,1,0,0,0,1,1,1,0,fired,84.38,65.00,20.00,90.00,0,1,327.69,99.72,0,0,HIGH_RISK_ROUTE,4390.27843,4391.03245,3.662,32.428,25.310,23.094,26.919,24.789,19.224,21.867,0,0,-1,353950
1767571140000,2026.01.04 23:59,354507,1,1,0,-1,1,0,4372.59400,4368.69060,4343.28654,2.53071,41.954,18.000,1,6,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,442.97,100.00,0,0,HIGH_RISK_ROUTE,4358.08730,4353.38220,22.077,18.802,50.626,36.406,7.732,51.422,31.820,8.899,0,1,354507,-1
1767580020000,2026.01.05 02:27,354655,1,1,0,-1,1,0,4401.45600,4396.32161,4384.32421,2.28229,34.905,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,260.34,100.00,0,0,HIGH_RISK_ROUTE,4396.17784,4394.48468,29.585,5.294,29.492,19.046,12.353,64.420,25.123,7.285,0,0,354655,-1
1767614340000,2026.01.05 11:59,355227,1,-1,-1,0,0,1,4419.37300,4422.19718,4427.90538,1.55343,35.326,18.000,1,8,1,1,0,0,1,1,1,0,fired,34.38,65.00,20.00,90.00,1,1,131.35,100.00,0,0,HIGH_RISK_ROUTE,4425.80706,4427.04673,17.367,26.592,22.583,14.882,26.935,33.167,16.475,18.715,1,0,-1,355227
1767624180000,2026.01.05 14:43,355391,1,1,0,-1,1,0,4426.15000,4422.67565,4418.93717,4.16779,25.472,18.000,1,7,1,0,1,0,1,1,1,1,fired,87.50,65.00,20.00,90.00,0,1,111.55,100.00,0,0,HIGH_RISK_ROUTE,4419.87104,4418.96897,22.504,9.931,46.977,23.329,8.172,28.914,25.659,16.758,0,0,355391,-1
1767657780000,2026.01.06 00:03,355885,1,-1,-1,0,0,1,4438.60900,4441.22735,4444.98979,1.81571,31.189,18.000,1,7,1,1,0,0,1,1,1,0,fired,43.75,65.00,20.00,90.00,1,0,99.07,100.00,0,0,BLOCK:min_entry_pctile,4444.45042,4444.95828,9.459,20.927,34.660,10.331,27.892,16.698,21.864,27.329,0,0,-1,355885
1767665100000,2026.01.06 02:05,356007,1,1,0,-1,1,0,4452.24000,4447.17330,4441.78895,2.27364,45.617,18.000,1,7,1,0,1,0,1,1,1,1,fired,50.00,65.00,20.00,90.00,1,1,160.13,100.00,0,0,HIGH_RISK_ROUTE,4442.54572,4441.89317,25.905,13.003,24.592,36.638,12.854,17.669,19.166,18.539,0,0,356007,-1
1767680700000,2026.01.06 06:25,356267,1,-1,-1,0,0,1,4459.87300,4457.28631,4460.99801,1.46464,24.239,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.03588,4460.97967,27.921,8.460,23.583,14.559,16.567,21.177,14.215,19.606,0,0,-1,356267
1767680760000,2026.01.06 06:26,356268,1,-1,-1,1,0,1,4459.23100,4457.48528,4460.98635,1.42800,28.140,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.03136,4460.95708,24.198,7.332,23.583,14.559,16.567,21.177,14.215,19.606,0,1,-1,356267
1767680820000,2026.01.06 06:27,356269,1,-1,-1,2,0,1,4458.83700,4457.61957,4460.96816,1.42507,27.961,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.00913,4460.92186,20.972,12.106,23.583,14.559,16.567,21.177,14.215,19.606,0,1,-1,356267
1767680880000,2026.01.06 06:28,356270,1,-1,-1,3,0,1,4459.47700,4457.71322,4460.94608,1.42879,25.917,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4459.97657,4460.87931,18.176,14.100,23.583,14.559,16.567,21.177,14.215,19.606,0,1,-1,356267
1767680940000,2026.01.06 06:29,356271,1,-1,-1,4,0,1,4460.98200,4457.84889,4460.93085,1.43771,27.161,18.000,1,0,0,0,1,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4459.96269,4460.85069,25.524,12.220,23.104,21.532,14.358,18.972,18.647,16.992,0,1,-1,356267
1767681000000,2026.01.06 06:30,356272,1,-1,-1,5,0,1,4461.06800,4458.08990,4460.93138,1.44257,30.102,18.000,1,0,0,0,1,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4459.99101,4460.85337,31.118,10.591,23.104,21.532,14.358,18.972,18.647,16.992,0,1,-1,356267
1767681060000,2026.01.06 06:31,356273,1,-1,-1,6,0,1,4459.50200,4458.31899,4460.93280,1.52964,28.517,18.000,1,0,0,0,1,0,0,1,0,0,price,3.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.02092,4460.85775,26.969,18.659,23.104,21.532,14.358,18.972,18.647,16.992,0,1,-1,356267
1767681120000,2026.01.06 06:32,356274,1,-1,-1,7,0,1,4460.94700,4458.40999,4460.91797,1.53850,27.143,18.000,1,0,0,0,1,0,0,1,0,0,price,3.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.00651,4460.83008,23.373,16.171,23.104,21.532,14.358,18.972,18.647,16.992,0,1,-1,356267
1767681180000,2026.01.06 06:33,356275,1,-1,-1,8,0,1,4463.56500,4458.60514,4460.91827,1.65821,28.490,18.000,1,0,0,0,1,0,0,1,0,0,price,31.25,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.03263,4460.83247,30.652,14.015,23.104,21.532,14.358,18.972,18.647,16.992,0,1,-1,356267
1767681240000,2026.01.06 06:34,356276,1,-1,-1,9,0,1,4464.47400,4458.98667,4460.94570,1.71693,31.212,18.000,1,0,0,0,1,0,0,1,0,0,price,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.13075,4460.88823,35.396,12.146,25.008,27.300,12.443,18.972,18.647,16.992,0,1,-1,356267
1767681300000,2026.01.06 06:35,356277,1,-1,-1,10,0,1,4463.56700,4459.40877,4460.98226,1.75950,32.246,18.000,1,0,0,0,1,0,0,1,0,0,price,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,4460.25140,4460.96141,30.676,13.472,25.008,27.300,12.443,18.972,18.647,16.992,0,1,-1,356267
1767682860000,2026.01.06 07:01,356303,1,1,0,-1,1,0,4467.05800,4463.99210,4461.74305,1.49300,25.052,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,83.08,100.00,0,0,BLOCK:min_entry_pctile,4462.35049,4462.32517,27.889,13.306,29.719,28.390,10.048,21.586,24.825,12.763,0,0,356303,-1
1767687900000,2026.01.06 08:25,356387,1,1,0,-1,1,0,4471.18800,4464.08654,4463.11795,1.34857,60.174,18.000,1,8,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,124.41,100.00,0,0,HIGH_RISK_ROUTE,4463.58871,4463.57056,50.714,3.261,22.740,31.991,15.525,19.647,16.387,16.983,0,0,356387,-1
1767691200000,2026.01.06 09:20,356442,1,-1,-1,0,0,1,4453.10800,4459.97974,4463.60418,2.72971,36.888,18.000,1,7,1,1,0,0,1,1,1,0,fired,87.50,65.00,20.00,90.00,0,1,160.80,100.00,0,0,HIGH_RISK_ROUTE,4463.13258,4463.54226,14.838,30.577,23.801,14.133,33.435,20.415,16.774,19.717,0,0,-1,356442
1767700800000,2026.01.06 12:00,356602,1,1,0,-1,1,0,4464.05500,4460.83228,4456.31464,1.12550,49.708,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,119.47,100.46,0,0,HIGH_RISK_ROUTE,4457.14064,4456.34336,30.899,5.346,32.916,31.663,9.423,26.469,26.786,9.343,0,0,356602,-1
1767707820000,2026.01.06 13:57,356719,1,1,0,-1,1,0,4466.17600,4461.94311,4460.62415,2.15993,30.623,18.000,1,7,1,0,0,1,1,1,0,0,sideway,25.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4461.93493,4461.71374,43.786,18.564,15.501,15.470,19.695,34.465,17.471,10.230,0,0,356719,-1
1767707880000,2026.01.06 13:58,356720,1,1,1,-1,1,0,4466.98600,4462.26871,4460.68168,2.08471,31.926,18.000,1,6,1,0,0,1,1,1,0,0,sideway,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4462.05273,4461.80481,37.947,16.110,15.501,15.470,19.695,34.465,17.471,10.230,1,0,356719,-1
1767707940000,2026.01.06 13:59,356721,1,1,2,-1,1,0,4468.00700,4462.63158,4460.74701,2.10464,34.260,18.000,1,7,1,0,0,1,1,1,0,0,sideway,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4462.18977,4461.91055,41.258,13.962,16.282,26.339,17.069,35.231,20.791,8.866,1,0,356719,-1
1767708000000,2026.01.06 14:00,356722,1,1,3,-1,1,0,4469.62600,4463.04507,4460.82225,2.03114,37.637,18.000,1,7,1,0,0,0,1,1,0,0,deferred,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4462.35136,4462.03496,47.784,12.100,16.282,26.339,17.069,35.231,20.791,8.866,1,0,356719,-1
1767708060000,2026.01.06 14:01,356723,1,1,4,-1,1,0,4469.27500,4463.55130,4460.91348,2.03164,40.683,18.000,1,6,1,0,0,0,1,1,0,0,deferred,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4462.55343,4462.18988,42.581,10.487,16.282,26.339,17.069,35.231,20.791,8.866,1,0,356719,-1
1767708120000,2026.01.06 14:02,356724,1,1,5,-1,1,0,4469.98700,4463.99158,4461.00012,2.01793,44.011,18.000,1,7,1,0,0,0,1,1,0,0,deferred,9.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4462.74014,4462.33448,43.821,9.089,16.282,26.339,17.069,35.231,20.791,8.866,1,0,356719,-1
1767708180000,2026.01.06 14:03,356725,1,1,6,-1,1,0,4469.38900,4464.45277,4461.09325,1.86521,45.881,18.000,1,7,1,0,0,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4462.94144,4462.49065,37.978,10.083,16.282,26.339,17.069,35.231,20.791,8.866,1,0,356719,-1
1767708240000,2026.01.06 14:04,356726,1,1,7,-1,1,0,4467.60400,4464.83248,4461.17922,1.87579,44.049,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.12054,4462.63143,32.914,16.904,19.186,32.976,14.793,35.231,20.791,8.866,1,0,356719,-1
1767708300000,2026.01.06 14:05,356727,1,1,8,-1,1,0,4467.69500,4465.04567,4461.24580,1.90371,40.023,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.24508,4462.73291,28.526,21.582,19.186,32.976,14.793,35.231,20.791,8.866,1,0,356719,-1
1767708360000,2026.01.06 14:06,356728,1,1,9,-1,1,0,4470.14400,4465.24947,4461.31263,1.90957,38.291,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.36869,4462.83418,32.564,18.705,19.186,32.976,14.793,35.231,20.791,8.866,1,0,356719,-1
1767708420000,2026.01.06 14:07,356729,1,1,10,-1,1,0,4470.93800,4465.62597,4461.40414,1.88857,37.849,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.55689,4462.98336,33.649,16.211,19.186,32.976,14.793,35.231,20.791,8.866,1,0,356719,-1
1767708480000,2026.01.06 14:08,356730,1,1,11,-1,1,0,4471.35100,4466.03459,4461.50294,1.88164,37.869,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.76193,4463.14570,31.272,14.049,19.186,32.976,14.793,35.231,20.791,8.866,1,0,356719,-1
1767708540000,2026.01.06 14:09,356731,1,1,12,-1,1,0,4471.48300,4466.44354,4461.60499,1.88164,39.276,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4463.97273,4463.31316,35.038,12.176,22.191,31.179,12.820,35.231,20.791,8.866,1,0,356719,-1
1767708600000,2026.01.06 14:10,356732,1,1,13,-1,1,0,4471.41900,4466.83119,4461.70736,1.86664,40.151,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4464.18135,4463.47989,30.367,11.278,22.191,31.179,12.820,35.231,20.791,8.866,1,0,356719,-1
1767708660000,2026.01.06 14:11,356733,1,1,14,-1,1,0,4471.46700,4467.18410,4461.80800,1.86293,41.680,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4464.38240,4463.64191,30.631,9.774,22.191,31.179,12.820,35.231,20.791,8.866,1,0,356719,-1
1767708720000,2026.01.06 14:12,356734,1,1,15,-1,1,0,4470.80300,4467.51356,4461.90809,1.91293,40.203,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4464.57919,4463.80161,26.547,14.106,22.191,31.179,12.820,35.231,20.791,8.866,1,0,356719,-1
1767708780000,2026.01.06 14:13,356735,1,1,16,-1,1,0,4470.35000,4467.76659,4462.00026,1.86293,35.918,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4464.75208,4463.94449,23.008,19.575,22.191,31.179,12.820,35.231,20.791,8.866,1,0,356719,-1
1767708840000,2026.01.06 14:14,356736,1,1,17,-1,1,0,4471.81900,4467.96531,4462.08679,1.86229,34.166,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4464.90757,4464.07522,26.972,16.965,24.795,27.021,11.111,37.957,26.989,7.684,1,0,356719,-1
1767708900000,2026.01.06 14:15,356737,1,1,18,-1,1,0,4472.89900,4468.26175,4462.18764,1.80343,34.857,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,4465.09956,4464.23325,33.782,14.703,24.795,27.021,11.111,37.957,26.989,7.684,1,0,356719,-1
1767708960000,2026.01.06 14:16,356738,1,1,19,-1,1,0,4468.80500,4468.61846,4462.29864,2.00779,32.107,18.000,1,7,1,0,1,0,1,1,1,1,fired,28.13,65.00,20.00,90.00,1,1,100.96,100.46,0,0,HIGH_RISK_ROUTE,4465.31621,4464.41010,29.278,21.983,24.795,27.021,11.111,37.957,26.989,7.684,1,0,356719,-1
1767747420000,2026.01.07 00:57,357316,1,-1,-1,0,0,1,4486.97900,4488.83730,4491.93503,1.69786,27.805,18.000,1,7,1,1,0,0,1,1,1,0,fired,43.75,65.00,20.00,90.00,1,0,77.70,100.46,0,0,BLOCK:min_entry_pctile,4491.28976,4491.90719,19.654,23.428,31.886,9.066,25.804,32.383,13.952,21.119,0,0,-1,357316
1767761940000,2026.01.07 04:59,357558,1,-1,-1,0,0,1,4464.81700,4465.91019,4473.04060,1.27793,23.644,18.000,1,5,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,1,126.71,100.46,0,0,HIGH_RISK_ROUTE,4468.74028,4469.89470,9.137,19.861,57.422,3.828,16.077,35.503,7.209,26.646,0,0,-1,357558
1767774840000,2026.01.07 08:34,357773,1,1,0,-1,1,0,4467.25600,4465.18347,4459.83823,1.49979,19.921,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,114.63,100.46,0,0,HIGH_RISK_ROUTE,4461.69939,4460.43500,24.770,8.455,53.067,24.898,9.983,32.288,32.484,13.000,0,0,357773,-1
1767787140000,2026.01.07 11:59,357978,1,-1,-1,0,0,1,4447.49300,4452.76291,4460.35713,2.05436,49.563,18.000,1,8,1,1,0,0,1,1,1,0,fired,87.50,65.00,20.00,90.00,0,1,196.32,100.46,0,0,HIGH_RISK_ROUTE,4457.00151,4458.31519,7.386,37.407,45.192,9.144,29.445,31.058,7.875,31.224,1,0,-1,357978
1767790440000,2026.01.07 12:54,358033,1,-1,-1,0,0,1,4448.35500,4451.70426,4455.71578,1.64886,32.289,18.000,1,8,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,1,113.77,100.78,0,0,HIGH_RISK_ROUTE,4451.78094,4452.74273,8.377,32.097,34.736,11.638,19.706,38.939,15.676,29.180,0,0,-1,358033
1767796080000,2026.01.07 14:28,358127,1,-1,-1,0,0,1,4445.95500,4447.41211,4449.64269,2.70571,23.210,18.000,1,7,1,0,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,0,58.68,100.78,0,0,BLOCK:min_entry_pctile,4447.42800,4447.56773,14.570,18.984,19.024,14.625,18.601,36.801,14.976,21.365,0,0,-1,358127
1767830340000,2026.01.07 23:59,358635,1,1,0,-1,1,0,4463.44200,4461.87371,4457.84932,0.91386,33.420,18.000,1,7,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,87.25,100.78,0,0,BLOCK:min_entry_pctile,4460.33642,4459.58111,26.313,5.741,23.739,19.975,11.413,30.785,24.639,6.678,0,1,358635,-1
1767833520000,2026.01.08 00:52,358688,1,-1,-1,0,0,1,4450.82700,4452.93673,4457.80834,1.99257,32.095,18.000,1,6,1,1,0,0,1,1,1,0,fired,75.00,65.00,20.00,90.00,0,1,108.08,100.78,0,0,HIGH_RISK_ROUTE,4457.16049,4457.78128,20.699,22.054,33.569,10.751,35.809,31.519,22.081,18.021,0,0,-1,358688
1767835980000,2026.01.08 01:33,358729,1,-1,-1,0,0,1,4452.46800,4456.13454,4456.99085,2.35829,20.671,18.000,1,7,1,1,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,0,42.72,101.07,0,0,BLOCK:min_entry_pctile,4456.21797,4456.56821,14.087,22.163,24.927,17.141,25.971,23.116,20.255,17.889,0,0,-1,358729
1767860100000,2026.01.08 08:15,359131,1,-1,-1,0,0,1,4426.62100,4429.97864,4431.92219,2.25079,37.487,18.000,1,8,1,1,0,0,1,1,1,0,fired,84.38,65.00,20.00,90.00,0,0,49.73,101.07,0,0,FIRE,4431.29819,4431.33591,9.319,36.597,34.660,9.426,19.956,35.350,9.742,21.541,0,0,-1,359131
1767873540000,2026.01.08 11:59,359355,1,-1,-1,0,0,1,4422.75200,4425.22837,4428.72402,1.38043,25.901,18.000,1,8,1,1,0,0,1,1,1,0,fired,53.13,65.00,20.00,90.00,1,0,92.94,101.08,0,0,BLOCK:min_entry_pctile,4427.06875,4427.63797,13.507,29.055,35.305,7.703,24.009,33.284,8.390,28.319,0,0,-1,359355
1767877860000,2026.01.08 13:11,359427,1,-1,-1,0,0,1,4419.86000,4424.09834,4425.55920,2.54336,45.609,18.000,1,8,1,1,0,0,1,1,1,0,fired,96.88,65.00,20.00,90.00,0,0,88.85,101.08,0,0,FIRE,4424.14697,4424.31831,10.701,25.063,27.671,15.282,27.416,39.458,13.967,26.854,0,0,-1,359427
1767879780000,2026.01.08 13:43,359459,1,1,0,-1,1,0,4435.10800,4429.02779,4426.35996,2.67893,27.537,18.000,1,7,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,134.58,101.08,0,0,HIGH_RISK_ROUTE,4426.87892,4426.38666,36.163,16.089,21.982,25.346,19.622,38.713,15.951,28.433,0,0,359459,-1
1767883740000,2026.01.08 14:49,359525,1,1,0,-1,1,0,4436.50800,4430.20795,4427.10514,4.10864,24.918,18.000,1,6,1,0,0,1,1,1,0,0,sideway,65.63,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4428.17207,4427.70197,21.543,8.850,15.080,18.823,20.117,34.267,15.288,19.990,0,0,359525,-1
1767883800000,2026.01.08 14:50,359526,1,1,1,-1,1,0,4433.18200,4430.69257,4427.20258,4.18336,24.284,18.000,1,5,1,0,0,1,1,1,0,0,sideway,65.63,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4428.40362,4427.88169,18.671,12.404,15.080,18.823,20.117,34.267,15.288,19.990,1,0,359525,-1
1767920220000,2026.01.09 00:57,360070,1,-1,-1,0,0,1,4462.32100,4465.03360,4469.84320,1.41314,43.829,18.000,1,7,1,1,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,1,116.19,101.08,0,0,HIGH_RISK_ROUTE,4468.77970,4469.80564,13.722,24.972,52.446,3.658,35.473,31.512,14.035,22.504,0,0,-1,360070
1767925380000,2026.01.09 02:23,360156,1,1,0,-1,1,0,4473.18800,4471.06189,4467.12698,1.61607,24.800,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,94.28,101.08,0,0,BLOCK:min_entry_pctile,4467.66463,4467.16430,30.781,11.260,45.409,24.024,14.353,31.040,29.952,17.005,0,0,360156,-1
1767928800000,2026.01.09 03:20,360213,1,-1,-1,0,0,1,4464.74500,4465.82966,4467.67462,1.54707,43.874,18.000,1,6,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,0,47.30,101.08,0,0,BLOCK:min_entry_pctile,4467.58044,4467.66633,8.780,17.628,36.947,6.175,24.477,23.631,16.898,21.554,0,0,-1,360213
1767935580000,2026.01.09 05:13,360326,1,-1,-1,0,0,1,4463.37300,4463.88373,4464.95821,1.06700,24.311,18.000,1,5,1,0,0,1,1,1,0,0,sideway,40.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.93291,4464.13865,16.457,26.436,32.465,14.468,12.445,22.847,15.858,18.081,0,0,-1,360326
1767935640000,2026.01.09 05:14,360327,1,-1,-1,1,0,1,4463.08300,4463.84444,4464.94178,1.02629,24.171,18.000,1,6,1,1,0,1,1,1,0,0,sideway,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.91736,4464.12302,14.262,22.911,30.984,12.539,19.350,20.783,13.744,15.928,0,1,-1,360326
1767935700000,2026.01.09 05:15,360328,1,-1,-1,2,0,1,4461.62300,4463.78587,4464.92252,1.07407,26.888,18.000,1,7,1,1,0,1,1,1,0,0,sideway,43.75,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.89418,4464.10180,12.361,32.219,30.984,12.539,19.350,20.783,13.744,15.928,0,1,-1,360326
1767935760000,2026.01.09 05:16,360329,1,-1,-1,3,0,1,4461.03000,4463.61950,4464.88833,1.09014,30.708,18.000,1,7,1,1,0,1,1,1,0,0,sideway,53.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.83109,4464.05121,10.713,37.472,30.984,12.539,19.350,20.783,13.744,15.928,0,1,-1,360326
1767935820000,2026.01.09 05:17,360330,1,-1,-1,4,0,1,4461.77800,4463.42030,4464.84834,1.15850,33.419,18.000,1,7,1,1,0,1,1,1,0,0,sideway,87.50,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.75329,4463.98955,10.527,32.476,30.984,12.539,19.350,20.783,13.744,15.928,0,1,-1,360326
1767935880000,2026.01.09 05:18,360331,1,-1,-1,5,0,1,4462.99000,4463.29397,4464.81653,1.25657,32.789,18.000,1,7,1,1,0,1,1,1,0,0,sideway,96.88,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.69842,4463.94442,15.593,28.146,30.984,12.539,19.350,20.783,13.744,15.928,0,1,-1,360326
1767935940000,2026.01.09 05:19,360332,1,-1,-1,6,0,1,4463.79600,4463.27059,4464.79760,1.23493,30.099,18.000,1,0,0,1,0,1,0,1,0,0,sideway,93.75,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,4463.67874,4463.92494,18.929,24.393,31.629,10.867,22.998,20.783,13.744,15.928,0,1,-1,360326
