Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
1487,Entry long,2025-10-07 07:12,L,3970.183,18.73,74361.52759,47.13,0.06,48.03,0.06,-42.66,-0.06,4867.69,48.68
1488,Exit long,2025-10-07 07:18,L TP2,3970.333,74.96,297604.9177,9.62,0.00,205.57,0.07,-170.73,-0.06,4878.04,48.78
1488,Entry long,2025-10-07 07:12,L,3970.183,74.96,297604.9177,9.62,0.00,205.57,0.07,-170.73,-0.06,4878.04,48.78
1489,Exit long,2025-10-07 09:00,L TP1,3967.827,14.13,56125.53279,-61.22,-0.11,9.81,0.02,-60.32,-0.11,4816.1,48.16
1489,Entry long,2025-10-07 08:45,L,3972.083,14.13,56125.53279,-61.22,-0.11,9.81,0.02,-60.32,-0.11,4816.1,48.16
1490,Exit long,2025-10-07 09:00,L TP2,3967.827,56.55,224621.2937,-242.3,-0.11,39.26,0.02,-241.4,-0.11,4574.52,45.75
1490,Entry long,2025-10-07 08:45,L,3972.083,56.55,224621.2937,-242.3,-0.11,39.26,0.02,-241.4,-0.11,4574.52,45.75
1491,Exit long,2025-10-07 13:03,L TP1,3974.367,19.34,76816.12052,47.06,0.06,47.96,0.06,-0.33,0.00,4620.86,46.21
1491,Entry long,2025-10-07 13:03,L,3971.878,19.34,76816.12052,47.06,0.06,47.96,0.06,-0.33,0.00,4620.86,46.21
1492,Exit long,2025-10-07 14:03,L TP2,3972.03,77.37,307304.2009,10.14,0.00,399.05,0.13,-1.34,0.00,4631.72,46.32
1492,Entry long,2025-10-07 13:03,L,3971.878,77.37,307304.2009,10.14,0.00,399.05,0.13,-1.34,0.00,4631.72,46.32
1493,Exit short,2025-10-07 16:00,S TP1,3951.719,14.07,55647.79269,46.03,0.08,46.93,0.08,-3.11,-0.01,4677.03,46.77
1493,Entry short,2025-10-07 16:00,S,3955.067,14.07,55647.79269,46.03,0.08,46.93,0.08,-3.11,-0.01,4677.03,46.77
1494,Exit short,2025-10-07 16:03,S TP2,3954.909,56.32,222749.3734,7.28,0.00,205.24,0.09,-12.72,-0.01,4685.03,46.85
1494,Entry short,2025-10-07 16:00,S,3955.067,56.32,222749.3734,7.28,0.00,205.24,0.09,-12.72,-0.01,4685.03,46.85
1495,Exit short,2025-10-07 16:12,S TP1,3949.949,13.71,54200.86722,45.99,0.08,46.89,0.09,-29.63,-0.05,4730.29,47.30
1495,Entry short,2025-10-07 16:06,S,3953.382,13.71,54200.86722,45.99,0.08,46.89,0.09,-29.63,-0.05,4730.29,47.30
1496,Exit short,2025-10-07 16:21,S TP2,3945.666,54.87,216922.0703,421.76,0.19,422.66,0.19,-118.58,-0.05,5152.77,51.53
1496,Entry short,2025-10-07 16:06,S,3953.382,54.87,216922.0703,421.76,0.19,422.66,0.19,-118.58,-0.05,5152.77,51.53
1497,Exit short,2025-10-07 16:30,S TP1,3951.981,13.05,51510.5946,-63.84,-0.12,13.94,0.03,-62.94,-0.12,5088.21,50.88
1497,Entry short,2025-10-07 16:24,S,3947.172,13.05,51510.5946,-63.84,-0.12,13.94,0.03,-62.94,-0.12,5088.21,50.88
1498,Exit short,2025-10-07 16:30,S TP2,3951.981,52.22,206121.3218,-252.75,-0.12,55.78,0.03,-251.85,-0.12,4836.19,48.36
1498,Entry short,2025-10-07 16:24,S,3947.172,52.22,206121.3218,-252.75,-0.12,55.78,0.03,-251.85,-0.12,4836.19,48.36
1499,Exit long,2025-10-07 21:15,L TP1,3972.18,16.34,64858.65612,45.69,0.07,46.59,0.07,-9.3,-0.01,4881.15,48.81
1499,Entry long,2025-10-07 21:09,L,3969.318,16.34,64858.65612,45.69,0.07,46.59,0.07,-9.3,-0.01,4881.15,48.81
1500,Exit long,2025-10-07 21:18,L TP2,3969.389,65.38,259514.0108,3.02,0.00,200.78,0.08,-37.2,-0.01,4884.89,48.85
1500,Entry long,2025-10-07 21:09,L,3969.318,65.38,259514.0108,3.02,0.00,200.78,0.08,-37.2,-0.01,4884.89,48.85
1501,Exit long,2025-10-07 21:21,L TP1,3967.409,15.33,60879.99834,-60.7,-0.10,0.08,0.00,-59.8,-0.10,4823.48,48.23
1501,Entry long,2025-10-07 21:21,L,3971.298,15.33,60879.99834,-60.7,-0.10,0.08,0.00,-59.8,-0.10,4823.48,48.23
1502,Exit long,2025-10-07 21:21,L TP2,3967.409,61.35,243639.1323,-240.21,-0.10,0.32,0.00,-239.31,-0.10,4583.98,45.84
1502,Entry long,2025-10-07 21:21,L,3971.298,61.35,243639.1323,-240.21,-0.10,0.32,0.00,-239.31,-0.10,4583.98,45.84
1503,Exit long,2025-10-07 21:51,L TP1,3977.975,13.66,54293.14528,44.91,0.08,45.81,0.08,-7.05,-0.01,4628.18,46.28
1503,Entry long,2025-10-07 21:51,L,3974.608,13.66,54293.14528,44.91,0.08,45.81,0.08,-7.05,-0.01,4628.18,46.28
1504,Exit long,2025-10-07 22:00,L TP2,3982.242,54.68,217331.5654,415.81,0.19,416.71,0.19,-28.22,-0.01,5044.71,50.45
1504,Entry long,2025-10-07 21:51,L,3974.608,54.68,217331.5654,415.81,0.19,416.71,0.19,-28.22,-0.01,5044.71,50.45
1505,Exit long,2025-10-07 22:18,L TP1,3985.556,13.39,53318.41762,47.1,0.09,48,0.09,-21.85,-0.04,5091.08,50.91
1505,Entry long,2025-10-07 22:03,L,3981.958,13.39,53318.41762,47.1,0.09,48,0.09,-21.85,-0.04,5091.08,50.91
1506,Exit long,2025-10-07 22:21,L TP2,3981.927,53.56,213273.6705,-3.28,0.00,197.02,0.09,-87.38,-0.04,5088.52,50.89
1506,Entry long,2025-10-07 22:03,L,3981.958,53.56,213273.6705,-3.28,0.00,197.02,0.09,-87.38,-0.04,5088.52,50.89
1507,Exit long,2025-10-08 07:15,L TP1,3990.459,25.1,100114.0608,45.38,0.05,46.28,0.05,-2.64,0.00,5133.18,51.33
1507,Entry long,2025-10-08 07:15,L,3988.608,25.1,100114.0608,45.38,0.05,46.28,0.05,-2.64,0.00,5133.18,51.33
1508,Exit long,2025-10-08 07:21,L TP2,3988.606,100.43,400575.9014,-1.82,0.00,200.84,0.05,-10.56,0.00,5132.08,51.32
1508,Entry long,2025-10-08 07:15,L,3988.608,100.43,400575.9014,-1.82,0.00,200.84,0.05,-10.56,0.00,5132.08,51.32
1509,Exit long,2025-10-08 07:27,L TP1,3990.457,26.01,103744.3443,46.36,0.04,47.26,0.05,-5.33,-0.01,5177.72,51.78
1509,Entry long,2025-10-08 07:24,L,3988.633,26.01,103744.3443,46.36,0.04,47.26,0.05,-5.33,-0.01,5177.72,51.78
1510,Exit long,2025-10-08 07:45,L TP2,3988.657,104.04,414977.3773,0.88,0.00,220.57,0.05,-21.32,-0.01,5179.32,51.79
1510,Entry long,2025-10-08 07:24,L,3988.633,104.04,414977.3773,0.88,0.00,220.57,0.05,-21.32,-0.01,5179.32,51.79
1511,Exit long,2025-10-08 08:24,L TP1,3988.916,27.97,111632.6893,-63.79,-0.06,27.99,0.03,-62.89,-0.06,5114.81,51.15
1511,Entry long,2025-10-08 08:06,L,3991.158,27.97,111632.6893,-63.79,-0.06,27.99,0.03,-62.89,-0.06,5114.81,51.15
1512,Exit long,2025-10-08 08:24,L TP2,3988.916,111.88,446530.757,-252.45,-0.06,111.94,0.03,-251.55,-0.06,4863.08,48.63
1512,Entry long,2025-10-08 08:06,L,3991.158,111.88,446530.757,-252.45,-0.06,111.94,0.03,-251.55,-0.06,4863.08,48.63
1513,Exit long,2025-10-08 09:03,L TP1,3997.156,24.83,99201.63539,46.67,0.05,47.57,0.05,-40.48,-0.04,4909.02,49.09
1513,Entry long,2025-10-08 08:51,L,3995.233,24.83,99201.63539,46.67,0.05,47.57,0.05,-40.48,-0.04,4909.02,49.09
1514,Exit long,2025-10-08 09:06,L TP2,3995.314,99.34,396886.4462,6.43,0.00,229.95,0.06,-161.95,-0.04,4916.17,49.16
1514,Entry long,2025-10-08 08:51,L,3995.233,99.34,396886.4462,6.43,0.00,229.95,0.06,-161.95,-0.04,4916.17,49.16
1515,Exit long,2025-10-08 13:12,L TP1,4021.536,15.39,61843.29912,47.06,0.08,47.96,0.08,-30.16,-0.05,4962.51,49.63
1515,Entry long,2025-10-08 13:03,L,4018.408,15.39,61843.29912,47.06,0.08,47.96,0.08,-30.16,-0.05,4962.51,49.63
1516,Exit long,2025-10-08 13:15,L TP2,4018.555,61.58,247453.5646,7.43,0.00,199.23,0.08,-120.68,-0.05,4970.66,49.71
1516,Entry long,2025-10-08 13:03,L,4018.408,61.58,247453.5646,7.43,0.00,199.23,0.08,-120.68,-0.05,4970.66,49.71
1517,Exit long,2025-10-08 13:48,L TP1,4022.179,16,64307.008,46.78,0.07,47.68,0.07,-35.59,-0.06,5016.72,50.17
1517,Entry long,2025-10-08 13:18,L,4019.188,16,64307.008,46.78,0.07,47.68,0.07,-35.59,-0.06,5016.72,50.17
1518,Exit long,2025-10-08 13:51,L TP2,4025.922,64,257228.032,429.36,0.17,430.26,0.17,-142.35,-0.06,5446.8,54.47
1518,Entry long,2025-10-08 13:18,L,4019.188,64,257228.032,429.36,0.17,430.26,0.17,-142.35,-0.06,5446.8,54.47
1519,Exit long,2025-10-08 14:03,L TP1,4028.894,16.9,68038.4367,48.79,0.07,49.69,0.07,-26.68,-0.04,5494.87,54.95
1519,Entry long,2025-10-08 13:54,L,4025.943,16.9,68038.4367,48.79,0.07,49.69,0.07,-26.68,-0.04,5494.87,54.95
1520,Exit long,2025-10-08 14:06,L TP2,4026.091,67.63,272274.5251,8.39,0.00,229.36,0.08,-106.76,-0.04,5503.98,55.04
1520,Entry long,2025-10-08 13:54,L,4025.943,67.63,272274.5251,8.39,0.00,229.36,0.08,-106.76,-0.04,5503.98,55.04
1521,Exit long,2025-10-08 14:21,L TP1,4032.187,15.81,63698.69553,49.1,0.08,50,0.08,-16.51,-0.03,5552.36,55.52
1521,Entry long,2025-10-08 14:09,L,4029.013,15.81,63698.69553,49.1,0.08,50,0.08,-16.51,-0.03,5552.36,55.52
1522,Exit long,2025-10-08 14:33,L TP2,4036.109,63.26,254875.3624,447.27,0.18,448.17,0.18,-66.07,-0.03,6000.35,60.00
1522,Entry long,2025-10-08 14:09,L,4029.013,63.26,254875.3624,447.27,0.18,448.17,0.18,-66.07,-0.03,6000.35,60.00
1523,Exit long,2025-10-08 21:15,L TP1,4041.614,17.17,69459.22611,-65.79,-0.09,19.17,0.03,-64.89,-0.09,5933.84,59.34
1523,Entry long,2025-10-08 21:09,L,4045.383,17.17,69459.22611,-65.79,-0.09,19.17,0.03,-64.89,-0.09,5933.84,59.34
1524,Exit long,2025-10-08 21:15,L TP2,4041.614,68.68,277836.9044,-260.47,-0.09,76.68,0.03,-259.57,-0.09,5674.08,56.74
1524,Entry long,2025-10-08 21:09,L,4045.383,68.68,277836.9044,-260.47,-0.09,76.68,0.03,-259.57,-0.09,5674.08,56.74
1525,Exit long,2025-10-08 21:21,L TP1,4041.855,16.04,64893.15632,-62.88,-0.10,11.8,0.02,-61.98,-0.10,5610.48,56.10
1525,Entry long,2025-10-08 21:18,L,4045.708,16.04,64893.15632,-62.88,-0.10,11.8,0.02,-61.98,-0.10,5610.48,56.10
1526,Exit long,2025-10-08 21:21,L TP2,4041.855,64.19,259693.9965,-248.94,-0.10,47.23,0.02,-248.04,-0.10,5362.26,53.62
1526,Entry long,2025-10-08 21:18,L,4045.708,64.19,259693.9965,-248.94,-0.10,47.23,0.02,-248.04,-0.10,5362.26,53.62
1527,Exit long,2025-10-08 22:21,L TP1,4041.435,13.21,53449.48298,-63.21,-0.12,14.91,0.03,-62.31,-0.12,5298.33,52.98
1527,Entry long,2025-10-08 22:15,L,4046.138,13.21,53449.48298,-63.21,-0.12,14.91,0.03,-62.31,-0.12,5298.33,52.98
1528,Exit long,2025-10-08 22:21,L TP2,4041.435,52.84,213797.9319,-250.13,-0.12,59.62,0.03,-249.23,-0.12,5048.92,50.49
1528,Entry long,2025-10-08 22:15,L,4046.138,52.84,213797.9319,-250.13,-0.12,59.62,0.03,-249.23,-0.12,5048.92,50.49
1529,Exit short,2025-10-08 22:54,S TP1,4038.427,9.52,38383.70704,-63.2,-0.16,39.39,0.10,-62.3,-0.16,4985.01,49.85
1529,Entry short,2025-10-08 22:42,S,4031.902,9.52,38383.70704,-63.2,-0.16,39.39,0.10,-62.3,-0.16,4985.01,49.85
1530,Exit short,2025-10-08 22:54,S TP2,4038.427,38.11,153655.7852,-250.29,-0.16,157.7,0.10,-249.39,-0.16,4735.44,47.35
1530,Entry short,2025-10-08 22:42,S,4031.902,38.11,153655.7852,-250.29,-0.16,157.7,0.10,-249.39,-0.16,4735.44,47.35
1531,Exit long,2025-10-09 02:18,L TP1,4053.551,14.65,59443.73745,-60.3,-0.10,2.49,0.00,-59.4,-0.10,4674.42,46.74
1531,Entry long,2025-10-09 02:03,L,4057.593,14.65,59443.73745,-60.3,-0.10,2.49,0.00,-59.4,-0.10,4674.42,46.74
1532,Exit long,2025-10-09 02:18,L TP2,4053.551,58.64,237937.2535,-238.64,-0.10,9.95,0.00,-237.74,-0.10,4436.5,44.36
1532,Entry long,2025-10-09 02:03,L,4057.593,58.64,237937.2535,-238.64,-0.10,9.95,0.00,-237.74,-0.10,4436.5,44.36
1533,Exit short,2025-10-09 08:00,S TP1,4017.743,9.46,38054.05142,45.12,0.12,46.02,0.12,-50.58,-0.13,4480.9,44.81
1533,Entry short,2025-10-09 07:12,S,4022.627,9.46,38054.05142,45.12,0.12,46.02,0.12,-50.58,-0.13,4480.9,44.81
1534,Exit short,2025-10-09 08:42,S TP2,4011.642,37.86,152296.6582,414.27,0.27,415.17,0.27,-202.44,-0.13,4895.89,48.96
1534,Entry short,2025-10-09 07:12,S,4022.627,37.86,152296.6582,414.27,0.27,415.17,0.27,-202.44,-0.13,4895.89,48.96
1535,Exit short,2025-10-09 08:48,S TP1,4006.125,10.84,43474.11268,46.64,0.11,47.54,0.11,-28.78,-0.07,4941.81,49.42
1535,Entry short,2025-10-09 08:45,S,4010.527,10.84,43474.11268,46.64,0.11,47.54,0.11,-28.78,-0.07,4941.81,49.42
1536,Exit short,2025-10-09 08:54,S TP2,4010.309,43.39,174016.7665,7.84,0.00,398.34,0.23,-115.18,-0.07,4950.37,49.50
1536,Entry short,2025-10-09 08:45,S,4010.527,43.39,174016.7665,7.84,0.00,398.34,0.23,-115.18,-0.07,4950.37,49.50
1537,Exit short,2025-10-09 09:15,S TP1,4019.396,9.18,36838.25676,-60.88,-0.17,39.4,0.11,-59.98,-0.16,4888.77,48.89
1537,Entry short,2025-10-09 08:57,S,4012.882,9.18,36838.25676,-60.88,-0.17,39.4,0.11,-59.98,-0.16,4888.77,48.89
1538,Exit short,2025-10-09 09:15,S TP2,4019.396,36.76,147513.5423,-241.07,-0.16,157.79,0.11,-240.17,-0.16,4648.42,46.48
1538,Entry short,2025-10-09 08:57,S,4012.882,36.76,147513.5423,-241.07,-0.16,157.79,0.11,-240.17,-0.16,4648.42,46.48
1539,Exit long,2025-10-09 14:06,L TP1,4034.665,15.98,64533.04074,-60.17,-0.09,46.19,0.07,-59.27,-0.09,4587.52,45.88
1539,Entry long,2025-10-09 13:39,L,4038.363,15.98,64533.04074,-60.17,-0.09,46.19,0.07,-59.27,-0.09,4587.52,45.88
1540,Exit long,2025-10-09 14:06,L TP2,4034.665,63.93,258172.5466,-238.03,-0.09,184.8,0.07,-237.13,-0.09,4350.21,43.50
1540,Entry long,2025-10-09 13:39,L,4038.363,63.93,258172.5466,-238.03,-0.09,184.8,0.07,-237.13,-0.09,4350.21,43.50
1541,Exit long,2025-10-09 21:00,L TP1,4042.607,17.58,71127.15054,-59.2,-0.08,12.69,0.02,-58.3,-0.08,4290.29,42.90
1541,Entry long,2025-10-09 20:51,L,4045.913,17.58,71127.15054,-59.2,-0.08,12.69,0.02,-58.3,-0.08,4290.29,42.90
1542,Exit long,2025-10-09 21:00,L TP2,4042.607,70.34,284589.5204,-234.16,-0.08,50.77,0.02,-233.26,-0.08,4056.85,40.57
1542,Entry long,2025-10-09 20:51,L,4045.913,70.34,284589.5204,-234.16,-0.08,50.77,0.02,-233.26,-0.08,4056.85,40.57
1543,Exit long,2025-10-09 22:15,L TP1,4048.901,10.83,43907.72244,-59.2,-0.13,41.43,0.09,-58.3,-0.13,3996.92,39.97
1543,Entry long,2025-10-09 22:06,L,4054.268,10.83,43907.72244,-59.2,-0.13,41.43,0.09,-58.3,-0.13,3996.92,39.97
1544,Exit long,2025-10-09 22:15,L TP2,4048.901,43.33,175671.4324,-234.17,-0.13,165.75,0.09,-233.27,-0.13,3763.47,37.63
1544,Entry long,2025-10-09 22:06,L,4054.268,43.33,175671.4324,-234.17,-0.13,165.75,0.09,-233.27,-0.13,3763.47,37.63
1545,Exit long,2025-10-09 22:33,L TP1,4048.877,9.41,38155.22573,-56.37,-0.15,30.19,0.08,-55.47,-0.15,3706.38,37.06
1545,Entry long,2025-10-09 22:24,L,4054.753,9.41,38155.22573,-56.37,-0.15,30.19,0.08,-55.47,-0.15,3706.38,37.06
1546,Exit long,2025-10-09 22:33,L TP2,4048.877,37.64,152620.9029,-222.79,-0.15,120.74,0.08,-221.89,-0.15,3484.3,34.84
1546,Entry long,2025-10-09 22:24,L,4054.753,37.64,152620.9029,-222.79,-0.15,120.74,0.08,-221.89,-0.15,3484.3,34.84
1547,Exit short,2025-10-09 23:48,S TP1,4021.93,5.07,20337.07299,-55.19,-0.27,35.95,0.18,-54.29,-0.27,3428.39,34.28
1547,Entry short,2025-10-09 23:27,S,4011.257,5.07,20337.07299,-55.19,-0.27,35.95,0.18,-54.29,-0.27,3428.39,34.28
1548,Exit short,2025-10-09 23:48,S TP2,4021.93,20.3,81428.5171,-218.28,-0.27,143.96,0.18,-217.38,-0.27,3210.83,32.11
1548,Entry short,2025-10-09 23:27,S,4011.257,20.3,81428.5171,-218.28,-0.27,143.96,0.18,-217.38,-0.27,3210.83,32.11
1549,Exit short,2025-10-10 02:03,S TP1,3961.716,5.09,20207.43743,41.22,0.20,42.12,0.21,-14.07,-0.07,3251.33,32.51
1549,Entry short,2025-10-10 02:03,S,3970.027,5.09,20207.43743,41.22,0.20,42.12,0.21,-14.07,-0.07,3251.33,32.51
1550,Exit short,2025-10-10 02:12,S TP2,3951.338,20.36,80829.74972,378.89,0.47,379.79,0.47,-56.26,-0.07,3630.94,36.31
1550,Entry short,2025-10-10 02:03,S,3970.027,20.36,80829.74972,378.89,0.47,379.79,0.47,-56.26,-0.07,3630.94,36.31
1551,Exit short,2025-10-10 02:18,S TP1,3963.706,4.71,18614.56527,-55.57,-0.30,36.1,0.19,-54.67,-0.29,3574.65,35.75
1551,Entry short,2025-10-10 02:15,S,3952.137,4.71,18614.56527,-55.57,-0.30,36.1,0.19,-54.67,-0.29,3574.65,35.75
1552,Exit short,2025-10-10 02:18,S TP2,3963.706,18.85,74497.78245,-219.7,-0.29,144.46,0.19,-218.8,-0.29,3355.68,33.56
1552,Entry short,2025-10-10 02:15,S,3952.137,18.85,74497.78245,-219.7,-0.29,144.46,0.19,-218.8,-0.29,3355.68,33.56
1553,Exit short,2025-10-10 02:24,S TP1,3955.829,4.37,17329.81184,41.76,0.24,42.66,0.25,-9.11,-0.05,3396.71,33.97
1553,Entry short,2025-10-10 02:21,S,3965.632,4.37,17329.81184,41.76,0.24,42.66,0.25,-9.11,-0.05,3396.71,33.97
1554,Exit short,2025-10-10 03:12,S TP2,3965.274,17.51,69438.21632,4.65,0.01,355.64,0.51,-36.49,-0.05,3402.08,34.02
1554,Entry short,2025-10-10 02:21,S,3965.632,17.51,69438.21632,4.65,0.01,355.64,0.51,-36.49,-0.05,3402.08,34.02
1555,Exit long,2025-10-10 08:51,L TP1,3991.247,11.37,45339.72831,39.67,0.09,40.57,0.09,-21.7,-0.05,3441.03,34.41
1555,Entry long,2025-10-10 08:48,L,3987.663,11.37,45339.72831,39.67,0.09,40.57,0.09,-21.7,-0.05,3441.03,34.41
1556,Exit long,2025-10-10 08:54,L TP2,3987.63,45.49,181398.7899,-3.12,0.00,163.82,0.09,-86.83,-0.05,3438.63,34.39
1556,Entry long,2025-10-10 08:48,L,3987.663,45.49,181398.7899,-3.12,0.00,163.82,0.09,-86.83,-0.05,3438.63,34.39
1557,Exit short,2025-10-10 13:03,S TP1,3960.182,9.45,37466.6229,41.82,0.11,42.72,0.11,-0.26,0.00,3479.73,34.80
1557,Entry short,2025-10-10 13:03,S,3964.722,9.45,37466.6229,41.82,0.11,42.72,0.11,-0.26,0.00,3479.73,34.80
1558,Exit short,2025-10-10 13:09,S TP2,3954.499,37.83,149985.4333,385.12,0.26,386.02,0.26,-1.02,0.00,3865.57,38.66
1558,Entry short,2025-10-10 13:03,S,3964.722,37.83,149985.4333,385.12,0.26,386.02,0.26,-1.02,0.00,3865.57,38.66
1559,Exit short,2025-10-10 13:12,S TP1,3949.766,9.3,36778.8216,44.92,0.12,45.82,0.12,-13.83,-0.04,3909.77,39.10
1559,Entry short,2025-10-10 13:12,S,3954.712,9.3,36778.8216,44.92,0.12,45.82,0.12,-13.83,-0.04,3909.77,39.10
1560,Exit short,2025-10-10 13:15,S TP2,3954.324,37.22,147194.3806,12.82,0.01,285.58,0.19,-55.36,-0.04,3923.31,39.23
1560,Entry short,2025-10-10 13:12,S,3954.712,37.22,147194.3806,12.82,0.01,285.58,0.19,-55.36,-0.04,3923.31,39.23
1561,Exit short,2025-10-10 13:33,S TP1,3961.026,8.26,32662.28672,-56.87,-0.17,0,0.00,-55.97,-0.17,3865.72,38.66
1561,Entry short,2025-10-10 13:18,S,3954.272,8.26,32662.28672,-56.87,-0.17,0,0.00,-55.97,-0.17,3865.72,38.66
1562,Exit short,2025-10-10 13:33,S TP2,3961.026,33.04,130649.1469,-224.77,-0.17,0,0.00,-223.87,-0.17,3641.67,36.42
1562,Entry short,2025-10-10 13:18,S,3954.272,33.04,130649.1469,-224.77,-0.17,0,0.00,-223.87,-0.17,3641.67,36.42
1563,Exit short,2025-10-10 13:51,S TP1,3966.377,9.65,38220.72605,-55.89,-0.15,20.97,0.05,-54.99,-0.14,3585.06,35.85
1563,Entry short,2025-10-10 13:36,S,3960.697,9.65,38220.72605,-55.89,-0.15,20.97,0.05,-54.99,-0.14,3585.06,35.85
1564,Exit short,2025-10-10 13:51,S TP2,3966.377,38.64,153041.3321,-221.1,-0.14,83.98,0.05,-220.2,-0.14,3364.68,33.65
1564,Entry short,2025-10-10 13:36,S,3960.697,38.64,153041.3321,-221.1,-0.14,83.98,0.05,-220.2,-0.14,3364.68,33.65
1565,Exit long,2025-10-11 00:15,L TP1,4011.004,5.61,22459.03473,41.62,0.19,42.52,0.19,-7.35,-0.03,3405.58,34.06
1565,Entry long,2025-10-11 00:12,L,4003.393,5.61,22459.03473,41.62,0.19,42.52,0.19,-7.35,-0.03,3405.58,34.06
1566,Exit long,2025-10-11 00:21,L TP2,4003.703,22.47,89956.24071,5.35,0.01,234.02,0.26,-29.44,-0.03,3411.65,34.12
1566,Entry long,2025-10-11 00:12,L,4003.393,22.47,89956.24071,5.35,0.01,234.02,0.26,-29.44,-0.03,3411.65,34.12
1567,Exit long,2025-10-11 00:24,L TP1,4018.891,5.47,21939.47531,42.78,0.19,43.68,0.20,-0.69,0.00,3453.7,34.54
1567,Entry long,2025-10-11 00:24,L,4010.873,5.47,21939.47531,42.78,0.19,43.68,0.20,-0.69,0.00,3453.7,34.54
1568,Exit long,2025-10-11 00:33,L TP2,4011.372,21.88,87757.90124,9.3,0.01,264.62,0.30,-2.75,0.00,3463.72,34.64
1568,Entry long,2025-10-11 00:24,L,4010.873,21.88,87757.90124,9.3,0.01,264.62,0.30,-2.75,0.00,3463.72,34.64
1569,Exit short,2025-10-11 02:33,S TP1,3989.019,6.05,24079.7986,-54.85,-0.23,10.42,0.04,-53.95,-0.22,3408.16,34.08
1569,Entry short,2025-10-11 02:12,S,3980.132,6.05,24079.7986,-54.85,-0.23,10.42,0.04,-53.95,-0.22,3408.16,34.08
1570,Exit short,2025-10-11 02:33,S TP2,3989.019,24.2,96319.1944,-216.69,-0.22,41.68,0.04,-215.79,-0.22,3192.19,31.92
1570,Entry short,2025-10-11 02:12,S,3980.132,24.2,96319.1944,-216.69,-0.22,41.68,0.04,-215.79,-0.22,3192.19,31.92
1571,Exit long,2025-10-11 04:54,L TP1,4021.156,8.58,34459.32204,41.12,0.12,42.02,0.12,-38.56,-0.11,3232.59,32.33
1571,Entry long,2025-10-11 04:48,L,4016.238,8.58,34459.32204,41.12,0.12,42.02,0.12,-38.56,-0.11,3232.59,32.33
1572,Exit long,2025-10-11 04:57,L TP2,4016.456,34.36,137997.9377,5.87,0.00,180.43,0.13,-154.41,-0.11,3239.18,32.39
1572,Entry long,2025-10-11 04:48,L,4016.238,34.36,137997.9377,5.87,0.00,180.43,0.13,-154.41,-0.11,3239.18,32.39
1573,Exit long,2025-10-11 05:51,L TP1,4017.166,7.3,29283.5339,40.7,0.14,41.6,0.14,-39.8,-0.14,3279.16,32.79
1573,Entry long,2025-10-11 05:00,L,4011.443,7.3,29283.5339,40.7,0.14,41.6,0.14,-39.8,-0.14,3279.16,32.79
1574,Exit long,2025-10-11 05:54,L TP2,4011.555,29.22,117214.3645,1.65,0.00,259.1,0.22,-159.33,-0.14,3281.53,32.82
1574,Entry long,2025-10-11 05:00,L,4011.443,29.22,117214.3645,1.65,0.00,259.1,0.22,-159.33,-0.14,3281.53,32.82
1575,Exit long,2025-10-13 08:00,L TP1,4043.536,5.18,20903.07674,41.36,0.20,42.26,0.20,-13.59,-0.06,3322.17,33.22
1575,Entry long,2025-10-13 07:39,L,4035.343,5.18,20903.07674,41.36,0.20,42.26,0.20,-13.59,-0.06,3322.17,33.22
1576,Exit long,2025-10-13 08:06,L TP2,4053.779,20.75,83733.36725,380.93,0.45,381.83,0.46,-54.42,-0.06,3703.82,37.04
1576,Entry long,2025-10-13 07:39,L,4035.343,20.75,83733.36725,380.93,0.45,381.83,0.46,-54.42,-0.06,3703.82,37.04
1577,Exit long,2025-10-13 14:03,L TP1,4060.849,15.02,60950.30386,42.57,0.07,43.47,0.07,-47.24,-0.08,3745.66,37.46
1577,Entry long,2025-10-13 13:42,L,4057.943,15.02,60950.30386,42.57,0.07,43.47,0.07,-47.24,-0.08,3745.66,37.46
1578,Exit long,2025-10-13 14:09,L TP2,4064.497,60.11,243922.9537,392.34,0.16,393.24,0.16,-189.04,-0.08,4138.72,41.39
1578,Entry long,2025-10-13 13:42,L,4057.943,60.11,243922.9537,392.34,0.16,393.24,0.16,-189.04,-0.08,4138.72,41.39
1579,Exit long,2025-10-13 14:15,L TP1,4064.773,14.28,57998.61984,45.26,0.08,46.16,0.08,-21.21,-0.04,4183.26,41.83
1579,Entry long,2025-10-13 14:12,L,4061.528,14.28,57998.61984,45.26,0.08,46.16,0.08,-21.21,-0.04,4183.26,41.83
1580,Exit long,2025-10-13 14:18,L TP2,4068.732,57.14,232075.7099,410.02,0.18,410.92,0.18,-84.89,-0.04,4594,45.94
1580,Entry long,2025-10-13 14:12,L,4061.528,57.14,232075.7099,410.02,0.18,410.92,0.18,-84.89,-0.04,4594,45.94
1581,Exit long,2025-10-13 14:24,L TP1,4072.5,13.69,55706.02007,45.43,0.08,46.33,0.08,-15.69,-0.03,4638.7,46.39
1581,Entry long,2025-10-13 14:21,L,4069.103,13.69,55706.02007,45.43,0.08,46.33,0.08,-15.69,-0.03,4638.7,46.39
1582,Exit long,2025-10-13 14:30,L TP2,4069.23,54.79,222946.1534,5.34,0.00,273.61,0.12,-62.8,-0.03,4644.76,46.45
