entryTimeUTC,dir,kind,session,entry,riskPrice,mfeR,maeR,realizedUsd,entryReason,brkDistAtr,bodyPct,slopeNorm,netM1,netM3,netM5,atrPct,spreadPips,spreadAtr,exitTag
2024.09.06 07:12,S,1,6,56236.93,166.76,3.01,0.53,77.11,S-BRK,1.80,0.80,0.000,-0.12,-1.00,-0.18,0.1451,1791.0,0.219,TP
2024.09.06 07:21,S,4,6,55815.44,242.08,2.05,0.08,2.54,S-IMP,1.47,0.49,-2.890,-1.00,-1.00,-0.46,0.2171,1859.0,0.153,SL-WIN
2024.09.07 05:00,L,1,7,54090.08,89.31,2.14,0.32,72.06,L-BRK,1.31,0.34,0.157,0.23,1.00,0.08,0.0657,1828.0,0.515,TP
2024.09.07 17:48,S,1,7,54274.08,123.99,1.83,0.13,4.11,S-BRK,1.57,0.65,-2.144,-1.00,-1.00,-0.89,0.1184,1608.0,0.250,SL-WIN
2024.09.07 20:48,S,1,7,54238.75,90.28,3.05,0.41,84.64,S-BRK,1.33,0.52,0.000,-1.00,-0.97,-0.05,0.0845,1594.0,0.348,TP
2024.09.08 02:09,L,1,8,54387.49,86.61,1.68,0.53,-12.33,L-BRK,1.36,0.40,0.000,0.51,0.98,0.42,0.0628,1864.0,0.546,SL-LOSS
2024.09.08 12:30,S,1,8,54418.67,82.33,0.52,0.99,-31.72,S-BRK,1.08,0.67,0.000,-0.56,-1.00,0.05,0.0756,1758.0,0.427,SL-LOSS
2024.09.08 12:45,S,1,8,54386.41,104.69,2.02,0.26,57.97,S-BRK,1.25,0.58,1.978,0.08,-0.99,-0.10,0.0974,1792.0,0.338,TP
2024.09.08 21:15,L,1,8,54612.68,157.74,0.12,0.95,-36.74,L-BRK,1.15,0.32,0.116,0.10,1.00,1.00,0.1304,1526.0,0.214,SL-LOSS
2024.09.09 05:03,S,1,9,54803.96,123.82,0.58,1.00,-32.86,S-BRK,1.25,0.88,-0.150,-0.82,-1.00,-0.11,0.1154,1680.0,0.266,SL-LOSS
2024.09.09 05:42,S,1,9,54740.83,163.53,0.70,0.99,-29.67,S-BRK,1.38,0.76,-0.130,-0.32,-1.00,-0.02,0.1494,1655.0,0.202,SL-LOSS
2024.09.09 08:09,L,1,9,55234.37,165.85,2.14,0.56,-1.34,L-BRK,1.67,0.33,-1.339,0.64,1.00,-0.02,0.1364,1650.0,0.219,SL-LOSS
2024.09.09 13:18,L,1,9,55618.73,158.34,0.00,1.00,-31.93,L-BRK,1.45,0.69,-0.060,0.69,1.00,-0.02,0.1292,1498.0,0.208,SL-LOSS
2024.09.10 04:33,S,1,10,56476.61,128.29,0.32,0.95,-28.33,S-BRK,1.14,0.92,0.296,-0.02,-1.00,-0.23,0.1134,1553.0,0.242,SL-LOSS
2024.09.10 07:21,L,1,10,57133.60,135.87,1.30,0.37,0.09,L-BRK,1.36,0.71,-1.085,1.00,1.00,0.12,0.1071,1571.0,0.257,SL-WIN
2024.09.10 13:12,S,1,10,56964.63,201.96,1.41,0.46,3.34,S-BRK,1.07,0.38,-0.206,-0.40,-1.00,-0.16,0.1811,1575.0,0.153,SL-WIN
2024.09.12 00:36,L,1,12,57933.27,227.05,0.09,0.98,-30.08,L-BRK,1.77,0.85,0.148,0.20,1.00,0.02,0.1821,1420.0,0.135,SL-LOSS
2024.09.12 12:39,S,1,12,57838.53,199.54,1.20,0.31,2.77,S-BRK,1.27,0.35,-0.104,-0.54,-0.99,-0.37,0.1732,1392.0,0.139,SL-WIN
2024.09.12 17:18,L,1,12,58285.35,203.67,1.07,0.78,0.00,L-BRK,1.77,0.02,0.000,0.93,0.99,0.16,0.1591,1586.0,0.171,SL-LOSS
2024.09.13 06:33,S,1,13,57828.56,82.37,0.52,0.98,-28.24,S-BRK,1.36,0.70,-0.154,-0.47,-1.00,-0.24,0.0712,1585.0,0.385,SL-LOSS
2024.09.13 07:54,L,1,13,58169.11,112.68,0.20,0.99,-32.52,L-BRK,1.44,0.88,0.000,1.00,1.00,0.20,0.0830,1619.0,0.336,SL-LOSS
2024.09.13 12:21,S,1,13,57690.92,189.72,0.12,0.99,-26.60,S-BRK,1.78,0.81,-0.019,-1.00,-1.00,-0.02,0.1560,1651.0,0.183,SL-LOSS
2024.09.14 04:12,S,1,14,60306.86,66.06,0.03,0.96,-27.53,S-BRK,1.29,1.00,-0.105,-0.42,-1.00,-0.20,0.0548,1723.0,0.522,SL-LOSS
2024.09.14 10:45,S,1,14,59874.59,87.58,1.28,0.53,2.71,S-BRK,1.30,0.81,3.044,-0.84,-1.00,-0.15,0.0739,2013.0,0.455,SL-WIN
2024.09.14 18:12,S,1,14,59671.78,195.88,0.29,0.99,-25.65,S-BRK,1.03,0.35,0.006,-0.21,-1.00,-1.00,0.1641,1712.0,0.175,SL-LOSS
2024.09.14 20:24,L,1,14,60091.11,126.08,0.14,1.00,-30.57,L-BRK,1.74,0.53,2.227,1.00,1.00,0.01,0.0897,1835.0,0.341,SL-LOSS
2024.09.15 13:21,L,1,15,60294.80,143.67,0.00,1.00,-27.34,L-BRK,1.68,0.11,-2.206,-0.05,0.96,0.57,0.1061,1659.0,0.259,SL-LOSS
2024.09.15 17:09,S,1,15,59795.10,165.91,0.00,1.00,-24.92,S-BRK,1.57,0.60,0.037,-1.00,-1.00,-0.06,0.1387,1772.0,0.214,SL-LOSS
2024.09.15 21:03,S,1,15,59660.16,141.37,1.07,0.57,2.08,S-BRK,1.26,0.49,-0.455,-1.00,-1.00,-0.06,0.1185,1775.0,0.251,SL-WIN
2024.09.17 02:39,L,1,17,58142.56,156.47,2.52,0.66,64.72,L-BRK,1.08,0.69,-0.301,1.00,0.91,0.13,0.1186,1862.0,0.270,TP
2024.09.17 10:45,L,1,17,59250.48,173.46,0.56,1.00,-26.63,L-BRK,1.37,0.44,5.022,0.40,1.00,0.95,0.1397,1397.0,0.169,SL-LOSS
2024.09.17 12:51,L,1,17,59496.43,201.77,0.00,0.97,-26.38,L-BRK,1.21,0.96,0.728,0.96,1.00,0.29,0.1582,1359.0,0.144,SL-LOSS
2024.09.18 03:18,L,1,18,60527.48,182.88,1.50,0.08,-0.08,L-BRK,1.67,0.64,-0.165,-0.20,0.94,0.26,0.1387,1501.0,0.179,SL-LOSS
2024.09.18 08:45,S,1,18,60086.04,132.65,0.00,0.98,-23.93,S-BRK,1.15,0.88,-1.092,-0.40,-1.00,-0.31,0.1096,1527.0,0.232,SL-LOSS
2024.09.18 09:03,S,1,18,60074.25,118.58,1.22,0.37,2.65,S-BRK,1.41,0.60,0.013,-0.21,-1.00,-0.26,0.0987,1560.0,0.263,SL-WIN
2024.09.20 01:03,S,1,20,62683.79,158.79,0.39,1.00,-23.94,S-BRK,1.21,0.34,0.000,-0.20,-1.00,-0.09,0.1282,1484.0,0.185,SL-LOSS
2024.09.20 13:03,S,1,20,63257.86,165.13,3.00,0.12,66.37,S-BRK,1.23,0.81,0.016,-0.92,-1.00,0.02,0.1305,1786.0,0.216,TP
2024.09.20 17:27,S,1,20,62721.70,183.26,2.09,0.47,2.28,S-BRK,1.01,0.60,0.000,-0.43,-0.98,-0.12,0.1460,1821.0,0.199,SL-WIN
2024.09.20 21:09,L,1,20,63277.98,209.29,0.00,1.00,-27.27,L-BRK,1.79,0.17,-0.631,0.36,1.00,0.43,0.1485,1789.0,0.190,SL-LOSS
2024.09.21 05:03,S,1,21,62737.49,94.04,0.00,0.98,-24.47,S-BRK,1.03,0.64,-7.351,-0.30,-1.00,-0.08,0.0751,2069.0,0.439,SL-LOSS
2024.09.21 12:57,L,1,21,63148.37,73.53,0.08,0.99,-34.29,L-BRK,1.09,0.65,0.997,1.00,1.00,0.06,0.0426,2016.0,0.750,SL-LOSS
2024.09.22 01:57,S,1,22,63014.59,102.42,1.74,0.84,-3.89,S-BRK,1.24,0.41,-1.404,-0.48,-1.00,-0.13,0.0813,2121.0,0.414,SL-LOSS
2024.09.22 05:18,S,1,22,62950.18,87.63,0.37,1.00,-24.02,S-BRK,1.18,0.62,0.000,-0.65,-0.98,0.08,0.0696,2101.0,0.480,SL-LOSS
2024.09.22 06:42,S,1,22,62881.91,89.26,0.32,0.96,-23.27,S-BRK,1.01,0.50,0.000,-0.40,-0.96,-0.25,0.0710,2117.0,0.474,SL-LOSS
2024.09.22 09:45,S,1,22,62703.75,116.97,1.28,0.71,1.42,S-BRK,1.45,0.83,-0.822,-0.48,-1.00,-0.28,0.0933,2115.0,0.362,SL-WIN
2024.09.22 13:57,S,1,22,62596.50,104.47,1.09,0.41,2.05,S-BRK,1.66,0.58,-1.336,-0.14,-0.94,0.02,0.0833,2114.0,0.405,SL-WIN
2024.09.23 12:42,S,1,23,63284.52,145.98,1.68,0.94,1.82,S-BRK,1.23,0.50,0.001,-0.49,-1.00,-0.09,0.1146,2098.0,0.289,SL-WIN
2024.09.23 18:42,L,1,23,63565.92,152.39,0.00,0.99,-26.23,L-BRK,1.21,0.93,0.000,1.00,0.97,0.18,0.1033,2114.0,0.322,SL-LOSS
2024.09.24 13:51,L,1,24,63777.96,205.89,0.00,1.00,-24.79,L-BRK,1.18,0.64,-1.406,0.60,1.00,0.15,0.1487,1881.0,0.198,SL-LOSS
2024.09.24 17:45,L,1,24,63891.94,223.87,0.56,0.99,-22.39,L-BRK,1.31,0.52,-0.115,0.37,1.00,1.00,0.1602,1923.0,0.188,SL-LOSS
2024.09.24 22:54,L,1,24,64609.31,215.17,0.39,0.99,-24.09,L-BRK,1.40,0.90,0.000,0.70,1.00,0.05,0.1526,1835.0,0.186,SL-LOSS
2024.09.25 01:36,L,1,25,64607.15,219.31,1.01,0.10,0.37,L-BRK,1.55,0.83,0.000,0.68,1.00,0.16,0.1553,1872.0,0.187,SL-WIN
2024.09.25 05:48,S,1,25,64171.00,89.65,2.98,0.50,61.50,S-BRK,1.04,0.18,0.000,-0.62,-1.00,-0.32,0.0699,1986.0,0.443,TP
2024.09.25 09:57,S,1,25,63613.06,109.23,1.81,0.68,2.85,S-BRK,1.09,0.51,-0.038,-1.00,-1.00,-0.40,0.0858,2051.0,0.376,SL-WIN
2024.09.25 13:00,S,1,25,63526.77,128.22,0.00,0.99,-21.82,S-BRK,1.42,0.80,-0.020,-1.00,-0.98,-0.11,0.1016,2086.0,0.323,SL-LOSS
2024.09.25 13:12,S,1,25,63500.75,153.56,1.17,0.97,2.25,S-BRK,1.49,0.82,-0.022,-0.59,-1.00,-0.11,0.1209,2095.0,0.273,SL-WIN
2024.09.25 15:57,S,1,25,63502.15,204.08,2.44,0.92,2.58,S-BRK,1.15,0.33,-0.695,-0.69,-0.99,-0.07,0.1607,2055.0,0.201,SL-WIN
2024.09.25 23:30,S,1,25,63038.55,146.60,0.65,0.99,-21.99,S-BRK,1.36,0.98,0.050,-0.03,-0.99,-0.67,0.1163,2123.0,0.290,SL-LOSS
2024.09.26 00:45,S,1,26,62997.22,158.60,1.28,0.07,2.25,S-BRK,1.11,0.92,0.083,-0.43,-0.95,-0.19,0.1259,2104.0,0.265,SL-WIN
2024.09.26 10:27,L,1,26,64235.43,181.98,2.59,0.24,61.80,L-BRK,1.59,0.72,0.003,1.00,1.00,0.24,0.1277,1800.0,0.220,TP
2024.09.26 20:48,S,1,26,64707.06,168.83,0.18,1.00,-22.10,S-BRK,1.06,0.77,0.000,-0.25,-1.00,-0.31,0.1303,2040.0,0.242,SL-LOSS
2024.09.27 03:00,S,1,27,64867.14,131.43,0.00,0.98,-23.31,S-BRK,1.04,0.64,-0.567,-0.67,-1.00,-0.28,0.1013,1816.0,0.276,SL-LOSS
2024.09.27 18:27,S,1,27,65617.98,176.21,0.40,0.99,-21.24,S-BRK,1.14,0.59,0.000,-0.64,-1.00,-0.24,0.1343,1834.0,0.208,SL-LOSS
2024.09.28 06:42,S,1,28,65795.21,89.82,0.07,1.00,-21.64,S-BRK,1.69,0.40,0.000,-0.35,-1.00,-1.00,0.0683,1947.0,0.434,SL-LOSS
2024.09.28 08:03,S,1,28,65731.27,83.56,1.63,0.34,2.53,S-BRK,1.22,0.84,-0.049,-1.00,-1.00,-0.08,0.0637,2117.0,0.506,SL-WIN
2024.09.28 12:39,S,1,28,65547.08,92.93,1.00,0.98,-21.50,S-BRK,1.41,0.70,0.218,-0.52,-0.99,0.11,0.0709,2152.0,0.463,SL-LOSS
2024.09.28 14:24,L,1,28,65840.71,126.94,0.00,0.99,-25.63,L-BRK,1.38,0.65,-2.172,0.60,1.00,-0.08,0.0802,2146.0,0.407,SL-LOSS
2024.09.29 00:00,L,1,29,65926.21,133.34,0.59,0.98,-24.39,L-BRK,1.80,0.91,-0.090,-0.13,0.92,1.00,0.0850,2070.0,0.369,SL-LOSS
2024.09.29 05:30,S,1,29,65709.51,58.05,2.91,0.56,58.89,S-BRK,1.26,0.86,0.000,-0.29,-1.00,0.01,0.0442,2136.0,0.736,TP
2024.09.29 22:15,S,1,29,65613.17,141.54,0.12,0.99,-21.27,S-BRK,1.73,0.84,1.630,-0.43,-1.00,0.18,0.1075,2051.0,0.291,SL-LOSS
2024.09.29 23:06,S,1,29,65601.91,128.56,0.34,1.00,-21.47,S-BRK,1.66,0.79,-2.079,-0.22,-1.00,-0.16,0.0980,2155.0,0.335,SL-LOSS
2024.09.30 08:21,S,1,30,64326.62,109.19,2.28,0.82,1.90,S-BRK,1.03,0.72,0.000,-0.18,-1.00,-0.28,0.0849,2145.0,0.393,SL-WIN
2024.09.30 23:00,S,1,30,63332.25,160.09,0.00,0.97,-20.00,S-BRK,1.26,0.68,-1.389,-1.00,-0.99,-0.02,0.1271,2121.0,0.263,SL-LOSS
2024.09.30 23:33,S,1,30,63231.88,187.82,1.99,0.38,1.93,S-BRK,1.42,0.55,0.355,-1.00,-1.00,0.01,0.1485,2120.0,0.226,SL-WIN
2024.10.02 09:48,S,1,2,61195.83,205.25,0.38,0.98,-20.58,S-BRK,1.54,0.31,-0.075,-0.64,-1.00,-0.04,0.1658,1912.0,0.188,SL-LOSS
2024.10.03 08:00,S,1,3,60868.95,212.33,3.00,0.52,53.52,S-BRK,1.27,0.24,-0.602,-0.23,-1.00,-1.00,0.1744,1904.0,0.179,TP
2024.10.03 13:15,S,4,3,59876.38,330.51,0.06,1.00,-20.20,S-IMP,2.23,0.93,-0.127,-1.00,-1.00,0.08,0.2281,2022.0,0.148,SL-LOSS
2024.10.03 19:45,L,1,3,60905.45,199.40,0.92,0.19,0.28,L-BRK,1.51,0.91,0.000,0.09,0.97,0.56,0.1493,1763.0,0.194,SL-WIN
2024.10.04 00:54,S,1,4,60478.61,196.48,0.05,0.99,-19.74,S-BRK,1.25,0.68,-0.000,-0.32,-0.99,-0.69,0.1592,1908.0,0.198,SL-LOSS
2024.10.04 04:33,L,1,4,61198.64,115.73,0.00,0.98,-24.32,L-BRK,1.72,0.46,0.885,0.25,1.00,0.11,0.0775,1909.0,0.403,SL-LOSS
2024.10.04 07:27,L,1,4,61333.85,138.30,2.30,0.44,-2.19,L-BRK,1.29,0.85,-0.360,0.30,1.00,0.22,0.0975,1869.0,0.312,SL-LOSS
2024.10.05 12:57,L,1,5,62318.69,74.11,0.75,0.59,-2.28,L-BRK,1.18,0.72,4.505,0.85,1.00,0.09,0.0484,1384.0,0.459,SL-LOSS
2024.10.05 16:06,S,1,5,62092.87,55.01,0.86,0.92,-20.10,S-BRK,1.44,0.66,0.000,-1.00,-1.00,-0.16,0.0443,2038.0,0.741,SL-LOSS
2024.10.06 08:24,L,1,6,62050.05,76.38,0.10,1.00,-26.80,L-BRK,1.56,0.88,0.316,0.69,1.00,0.39,0.0443,2088.0,0.760,SL-LOSS
2024.10.06 21:18,S,1,6,62502.87,89.77,0.93,0.99,-19.22,S-BRK,1.41,0.80,0.000,-1.00,-1.00,-0.43,0.0718,1450.0,0.323,SL-LOSS
2024.10.07 09:06,S,1,7,63369.63,137.23,2.99,0.29,51.34,S-BRK,1.12,0.45,-0.994,-1.00,-1.00,0.06,0.1083,1562.0,0.228,TP
2024.10.08 06:06,S,1,8,62301.84,152.93,0.80,1.00,-20.04,S-BRK,1.18,0.35,0.146,-0.55,-0.99,-0.31,0.1210,1901.0,0.252,SL-LOSS
2024.10.08 18:36,S,1,8,62053.06,186.47,1.17,0.36,-10.70,S-BRK,1.08,0.23,-1.445,-0.09,-0.93,0.01,0.1502,1771.0,0.190,SL-LOSS
2024.10.09 01:54,L,1,9,62468.14,189.98,0.00,1.00,-20.99,L-BRK,1.08,0.81,0.000,0.24,0.93,-0.15,0.1381,1769.0,0.205,SL-LOSS
2024.10.09 05:33,L,1,9,62493.73,103.72,0.54,1.00,-23.10,L-BRK,1.18,0.78,0.212,0.26,0.94,0.17,0.0686,1809.0,0.422,SL-LOSS
2024.10.10 09:24,S,1,10,60665.38,122.04,0.68,1.00,-18.70,S-BRK,1.49,0.94,-0.055,-0.10,-0.84,-0.09,0.1007,1890.0,0.309,SL-LOSS
2024.10.10 10:15,L,1,10,61020.69,142.97,0.93,0.22,-1.01,L-BRK,1.00,0.65,0.000,1.00,0.82,0.04,0.1022,1819.0,0.292,SL-LOSS
2024.10.10 13:51,S,1,10,60637.85,241.38,0.11,0.98,-16.92,S-BRK,1.07,0.17,1.425,-0.43,-0.91,-0.14,0.1990,1873.0,0.155,SL-LOSS
2024.10.11 01:51,L,1,11,60417.23,151.92,2.07,0.14,-0.69,L-BRK,1.26,0.54,-1.047,1.00,1.00,0.11,0.1104,1857.0,0.279,SL-LOSS
2024.10.11 03:06,L,1,11,60656.71,118.97,0.01,0.97,-21.64,L-BRK,1.73,0.99,-2.067,1.00,1.00,0.18,0.0819,1883.0,0.379,SL-LOSS
2024.10.12 05:51,L,1,12,62793.77,82.67,0.32,0.99,-21.56,L-BRK,1.34,0.80,0.000,1.00,1.00,-0.06,0.0522,1664.0,0.507,SL-LOSS
2024.10.12 09:51,L,1,12,62824.71,67.80,2.08,0.24,42.72,L-BRK,1.14,0.35,1.235,0.57,1.00,0.25,0.0418,1527.0,0.581,TP
2024.10.12 15:15,L,1,12,63454.06,218.28,0.00,0.97,-17.60,L-BRK,1.77,0.43,0.041,0.47,0.95,0.11,0.1601,1290.0,0.127,SL-LOSS
2024.10.12 22:18,L,1,12,63301.32,113.72,0.93,0.60,-1.68,L-BRK,1.08,0.07,0.000,0.32,0.93,0.51,0.0774,1575.0,0.322,SL-LOSS
2024.10.13 01:15,S,1,13,62968.01,117.66,1.03,0.08,0.08,S-BRK,1.61,0.53,-0.269,-1.00,-1.00,-0.02,0.0890,1553.0,0.277,SL-WIN
2024.10.13 01:51,S,1,13,62966.18,158.03,1.71,0.10,1.63,S-BRK,1.03,0.46,0.000,-0.22,-0.84,-0.19,0.1255,1642.0,0.208,SL-WIN
2024.10.13 11:18,S,1,13,62701.96,99.45,1.44,0.75,1.66,S-BRK,1.00,0.57,0.446,-0.38,-0.86,-0.47,0.0800,2118.0,0.422,SL-WIN
2024.10.13 14:12,S,1,13,62578.67,94.57,0.00,0.95,-17.58,S-BRK,1.33,0.60,2.001,-0.37,-1.00,-0.01,0.0755,2116.0,0.448,SL-LOSS
2024.10.13 21:21,L,1,13,62885.04,131.85,1.28,0.18,-0.10,L-BRK,1.18,0.76,0.000,1.00,1.00,-0.04,0.0947,1783.0,0.299,SL-LOSS
2024.10.14 03:15,L,1,14,62927.34,137.12,2.50,0.53,46.25,L-BRK,1.25,0.90,0.000,1.00,0.99,0.05,0.0961,1617.0,0.267,TP
2024.10.14 13:45,L,1,14,65137.26,259.23,2.79,0.61,46.02,L-BRK,1.40,0.44,-0.511,1.00,1.00,-0.38,0.1889,1315.0,0.107,TP
2024.10.15 00:27,L,1,15,66321.13,201.69,0.00,0.99,-18.48,L-BRK,1.02,0.91,1.070,0.57,0.98,-0.04,0.1426,1261.0,0.133,SL-LOSS
2024.10.15 11:54,S,1,15,65316.44,240.77,0.05,0.99,-16.94,S-BRK,1.47,0.46,0.000,-1.00,-0.85,-0.06,0.1847,1439.0,0.119,SL-LOSS
2024.10.15 13:06,L,1,15,65928.02,222.11,2.71,0.85,44.76,L-BRK,1.15,0.61,0.111,0.17,0.94,0.10,0.1575,1506.0,0.145,TP
2024.10.16 07:18,S,1,16,66905.32,181.30,0.31,0.97,-18.17,S-BRK,1.04,0.61,-0.130,-0.06,-0.81,-0.44,0.1354,1442.0,0.159,SL-LOSS
2024.10.16 21:24,S,1,16,67545.80,161.60,0.32,0.99,-17.80,S-BRK,1.29,0.75,-0.179,-0.18,-1.00,-0.81,0.1196,1440.0,0.178,SL-LOSS
2024.10.17 02:39,S,1,17,67427.82,180.02,0.00,1.00,-18.41,S-BRK,1.29,0.62,0.000,-1.00,-1.00,-0.06,0.1326,1557.0,0.174,SL-LOSS
2024.10.17 04:42,S,1,17,67323.01,118.24,0.62,1.00,-18.39,S-BRK,1.74,0.39,-0.002,-1.00,-1.00,-0.18,0.0878,1568.0,0.265,SL-LOSS
2024.10.17 06:57,S,1,17,67145.60,151.33,0.15,0.34,-19.27,S-BRK,1.41,0.81,0.020,0.38,-1.00,-0.16,0.1137,1544.0,0.202,SL-LOSS
2024.10.18 11:54,S,1,18,67688.35,116.64,0.21,1.00,-16.59,S-BRK,1.32,0.37,0.035,-0.52,-1.00,-0.24,0.0873,1811.0,0.307,SL-LOSS
2024.10.18 12:27,S,1,18,67687.48,119.87,0.52,0.97,-17.50,S-BRK,1.30,0.40,0.000,-0.37,-0.82,-0.44,0.0903,1850.0,0.303,SL-LOSS
2024.10.18 13:42,L,1,18,68172.06,228.33,0.00,0.99,-18.38,L-BRK,1.48,0.92,-1.121,1.00,1.00,0.03,0.1539,1853.0,0.177,SL-LOSS
2024.10.19 10:24,S,1,19,68270.52,57.85,1.90,0.96,1.54,S-BRK,1.18,0.79,-0.148,-1.00,-1.00,-0.32,0.0424,2200.0,0.761,SL-WIN
2024.10.19 16:54,S,1,19,68039.73,95.96,0.30,0.99,-16.59,S-BRK,1.78,0.49,3.422,-0.53,-1.00,-0.24,0.0693,2197.0,0.466,SL-LOSS
2024.10.19 22:42,L,1,19,68373.99,116.30,0.51,0.99,-20.34,L-BRK,1.64,0.39,0.496,1.00,0.97,0.23,0.0693,2200.0,0.465,SL-LOSS
2024.10.20 01:39,S,1,20,68134.55,71.58,0.11,0.97,-15.94,S-BRK,1.06,0.04,1.253,-0.45,-0.98,-0.22,0.0525,2197.0,0.614,SL-LOSS
2024.10.21 02:48,S,1,21,68753.40,156.25,1.14,0.35,1.93,S-BRK,1.17,0.53,0.000,-1.00,-1.00,0.00,0.1136,2046.0,0.262,SL-WIN
2024.10.21 07:54,S,1,21,68498.20,137.75,0.23,1.00,-15.39,S-BRK,1.43,0.96,-0.039,-0.61,-1.00,-0.65,0.1004,2191.0,0.318,SL-LOSS
2024.10.21 12:42,S,1,21,68045.62,142.36,0.05,1.00,-16.37,S-BRK,1.12,0.40,-1.762,-0.49,-1.00,-0.06,0.1039,2195.0,0.311,SL-LOSS
2024.10.21 13:06,S,1,21,68040.31,156.88,1.53,0.40,30.16,S-BRK,1.09,0.72,1.590,-0.26,-1.00,0.03,0.1157,2195.0,0.279,TP
2024.10.21 21:24,L,1,21,67902.43,128.65,0.00,0.98,-18.94,L-BRK,1.63,0.73,-1.071,-0.08,0.94,0.24,0.0794,2085.0,0.387,SL-LOSS
2024.10.22 00:18,S,1,22,67148.82,153.98,2.99,0.41,43.48,S-BRK,1.15,0.74,0.191,-0.45,0.13,-0.96,0.1146,2053.0,0.267,TP
2024.10.22 06:00,L,1,22,67696.78,120.60,0.53,0.99,-19.37,L-BRK,1.59,0.87,-0.297,1.00,1.00,0.22,0.0737,2077.0,0.416,SL-LOSS
2024.10.22 08:18,S,1,22,67102.61,175.97,1.44,0.44,1.97,S-BRK,1.55,0.73,-1.875,-0.95,-1.00,-0.27,0.1288,1994.0,0.231,SL-WIN
2024.10.23 00:12,S,1,23,67141.81,147.27,0.55,0.99,-15.06,S-BRK,1.38,0.88,0.018,-1.00,-1.00,-0.41,0.1097,1976.0,0.268,SL-LOSS
2024.10.23 06:54,S,1,23,66854.55,119.37,2.01,0.74,1.64,S-BRK,1.60,0.83,1.434,-1.00,-1.00,0.04,0.0892,2021.0,0.339,SL-WIN
2024.10.23 15:27,S,1,23,66058.05,202.15,1.10,0.58,2.34,S-BRK,1.54,0.43,-0.103,-0.69,-1.00,-0.41,0.1531,1971.0,0.195,SL-WIN
2024.10.24 06:57,S,1,24,67047.99,130.12,0.14,0.99,-15.67,S-BRK,1.30,0.94,0.632,-0.58,-1.00,-0.56,0.0970,1889.0,0.290,SL-LOSS
2024.10.24 12:54,L,1,24,67483.91,166.86,1.30,0.61,-0.95,L-BRK,1.28,0.12,0.042,1.00,0.84,0.40,0.1087,2015.0,0.275,SL-LOSS
2024.10.25 04:24,S,1,25,67728.98,118.39,1.59,0.51,1.38,S-BRK,1.09,0.70,-0.132,-0.17,-0.99,-0.32,0.0874,1980.0,0.335,SL-WIN
2024.10.25 17:33,S,1,25,67314.62,231.30,2.99,0.64,37.65,S-BRK,1.66,0.52,-0.033,-0.30,-1.00,-0.56,0.1718,1904.0,0.165,TP
2024.10.25 23:00,S,1,25,66417.82,227.28,2.99,0.20,43.50,S-BRK,1.25,0.35,-0.127,-1.00,-1.00,-0.12,0.1711,1797.0,0.158,TP
2024.10.26 13:00,S,1,26,66924.01,68.46,0.07,0.98,-17.12,S-BRK,1.12,0.79,0.085,-0.55,-1.00,-0.20,0.0503,1841.0,0.547,SL-LOSS
2024.10.26 13:48,S,1,26,66848.97,146.53,1.36,0.31,1.66,S-BRK,1.13,0.16,0.000,-0.34,-0.99,-0.20,0.1096,1700.0,0.232,SL-WIN
2024.10.27 00:15,S,1,27,66919.23,55.26,0.00,0.99,-17.12,S-BRK,1.34,0.37,-0.286,-0.65,-1.00,-0.80,0.0413,2027.0,0.734,SL-LOSS
2024.10.27 01:06,S,1,27,66887.80,80.02,0.60,0.98,-19.25,S-BRK,1.73,0.26,-0.048,-0.42,-1.00,-0.19,0.0598,1854.0,0.463,SL-LOSS
2024.10.28 12:24,L,1,28,68898.92,194.21,0.92,0.70,0.94,L-BRK,1.68,0.73,-0.067,1.00,1.00,0.19,0.1318,1257.0,0.138,SL-WIN
2024.10.28 17:30,L,1,28,69123.70,266.33,0.37,1.00,-16.11,L-BRK,1.75,0.95,-0.533,1.00,1.00,-0.03,0.1836,1257.0,0.099,SL-LOSS
2024.10.29 06:12,L,1,29,71122.00,139.66,0.21,0.99,-17.30,L-BRK,1.23,0.07,-0.737,0.53,0.93,0.03,0.0888,1337.0,0.212,SL-LOSS
2024.10.29 09:24,L,1,29,71272.70,126.34,0.00,1.00,-16.49,L-BRK,1.08,0.60,0.357,1.00,0.99,0.86,0.0795,1305.0,0.230,SL-LOSS
2024.10.30 07:45,S,1,30,72087.12,112.86,0.06,0.90,-14.67,S-BRK,1.09,0.69,-1.691,-1.00,-1.00,-0.09,0.0783,1908.0,0.338,SL-LOSS
2024.10.30 11:12,S,1,30,72155.75,109.06,0.00,0.99,-14.29,S-BRK,1.03,0.59,0.000,-0.57,-1.00,-0.22,0.0757,1909.0,0.350,SL-LOSS
2024.10.30 11:21,S,1,30,72149.67,119.49,2.00,0.97,27.71,S-BRK,1.04,0.53,0.000,-0.41,-1.00,-0.40,0.0828,2017.0,0.338,TP
2024.10.30 20:00,L,1,30,72271.58,257.28,0.46,1.00,-15.62,L-BRK,1.61,0.85,0.000,0.03,1.00,0.10,0.1687,1809.0,0.148,SL-LOSS
2024.10.31 07:00,S,1,31,72105.41,118.87,0.00,0.98,-14.54,S-BRK,1.39,0.69,-0.233,-0.37,-0.96,-0.10,0.0824,1902.0,0.320,SL-LOSS
