ts_ms,dt,bar,interesting,armed_dir,up_age,dn_age,aligned_bull,aligned_bear,price,ema25,ema200,atr_m1,adx_m1,min_adx,adx_pass,trend_quality,tq_pass,htf_block_long,htf_block_short,sideway_block,price_ok,in_session,detected,det_long,gate,atr_pctile,min_entry_pctile,atr_pctile_low,atr_pctile_high,min_entry_block,is_high_risk,potential_loss_usd,entry_max_loss,opposing_pos,entrytype_blocked,final_decision,ema75,ema100,m1_diplus,m1_diminus,m5_adx,m5_diplus,m5_diminus,m15_adx,m15_diplus,m15_diminus
1740959940000,2025.03.02 23:59,410241,1,1,0,-1,1,0,2870.82300,2868.84994,2860.36851,1.53621,31.121,18.000,1,8,1,0,1,0,1,1,1,1,fired,65.63,70.00,20.00,90.00,1,1,160.18,100.00,0,0,HIGH_RISK_ROUTE,2867.07788,2865.35708,33.475,9.563,30.625,25.085,16.127,43.236,26.566,15.458
1740965400000,2025.03.03 01:30,410332,1,1,0,-1,1,0,2871.77700,2868.55125,2865.22376,1.08550,30.550,18.000,1,8,1,0,0,0,1,1,1,1,fired,9.38,70.00,20.00,90.00,1,1,101.66,100.00,0,0,HIGH_RISK_ROUTE,2868.14300,2867.80070,39.859,8.925,24.848,13.013,10.783,26.627,16.342,16.062
1740972420000,2025.03.03 03:27,410449,1,-1,-1,0,0,1,2861.91600,2863.56659,2867.08002,0.99271,39.989,18.000,1,7,1,1,0,0,1,1,1,0,fired,46.88,70.00,20.00,90.00,1,0,80.82,100.00,0,0,BLOCK:min_entry_pctile,2866.38275,2867.03190,13.988,19.979,50.902,3.652,38.592,22.946,9.208,27.782
1740979440000,2025.03.03 05:24,410566,1,1,0,-1,1,0,2866.56000,2866.81786,2866.17730,0.42650,25.504,18.000,1,0,0,1,0,0,0,1,0,0,price,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.37174,2866.24081,14.897,19.235,19.585,18.947,23.784,22.206,22.295,26.913
1740979620000,2025.03.03 05:27,410569,1,1,3,-1,1,0,2866.40000,2866.71589,2866.18255,0.46314,21.539,18.000,1,0,0,1,0,1,0,1,0,0,sideway,71.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2866.36964,2866.24716,11.098,17.178,19.585,18.947,23.784,22.206,22.295,26.913
1740979680000,2025.03.03 05:28,410570,1,1,4,-1,1,0,2865.62100,2866.69159,2866.18480,0.51029,24.026,18.000,1,0,0,1,0,0,0,1,0,0,price,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.37048,2866.25028,9.619,22.543,19.585,18.947,23.784,22.206,22.295,26.913
1740979740000,2025.03.03 05:29,410571,1,1,5,-1,1,0,2865.83400,2866.60924,2866.17896,0.52086,26.874,18.000,1,0,0,1,0,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.34967,2866.23744,8.336,22.194,20.106,16.421,26.505,21.092,19.322,25.535
1740979800000,2025.03.03 05:30,410572,1,1,6,-1,1,0,2865.39300,2866.54961,2866.17539,0.57750,25.813,18.000,1,0,0,1,0,0,0,1,0,0,price,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.33534,2866.22921,13.115,19.235,20.106,16.421,26.505,21.092,19.322,25.535
1740979860000,2025.03.03 05:31,410573,1,1,7,-1,1,0,2864.72500,2866.46064,2866.16728,0.60871,28.039,18.000,1,0,0,1,0,0,0,1,0,0,price,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.30917,2866.21214,11.367,28.175,20.106,16.421,26.505,21.092,19.322,25.535
1740979920000,2025.03.03 05:32,410574,1,1,8,-1,1,0,2864.27500,2866.32713,2866.15233,0.61871,32.115,18.000,1,0,0,1,0,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2866.26516,2866.18179,9.851,37.752,20.106,16.421,26.505,21.092,19.322,25.535
1740980160000,2025.03.03 05:36,410578,1,-1,-1,0,0,1,2863.29700,2865.53505,2866.04205,0.75536,39.246,18.000,1,7,1,1,0,0,1,1,1,0,fired,93.75,70.00,20.00,90.00,0,0,44.54,100.00,0,0,FIRE,2865.96475,2865.96535,16.712,32.819,22.721,14.231,32.985,21.092,19.322,25.535
1740986220000,2025.03.03 07:17,410679,1,-1,-1,0,0,1,2862.10500,2864.09145,2864.63088,0.80900,36.329,18.000,1,8,1,1,0,0,1,1,1,0,fired,81.25,70.00,20.00,90.00,0,0,41.25,100.00,0,0,FIRE,2864.15033,2864.22588,9.766,34.904,21.650,19.775,24.045,17.757,21.578,20.575
1740990240000,2025.03.03 08:24,410746,1,-1,-1,0,0,1,2860.69000,2862.85254,2863.55898,0.95614,27.661,18.000,1,8,1,1,0,1,1,1,0,0,sideway,53.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2862.86457,2862.99220,11.305,29.144,18.724,15.483,23.485,16.338,18.613,19.856
1740990300000,2025.03.03 08:25,410747,1,-1,-1,1,0,1,2860.07000,2862.68619,2863.52925,0.96050,31.275,18.000,1,9,1,1,0,1,1,1,0,0,sideway,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2862.80416,2862.94522,9.798,33.522,18.724,15.483,23.485,16.338,18.613,19.856
1740990360000,2025.03.03 08:26,410748,1,-1,-1,2,0,1,2860.08500,2862.48495,2863.49340,0.95807,34.523,18.000,1,7,1,1,0,1,1,1,0,0,sideway,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2862.72821,2862.88654,8.491,29.788,18.724,15.483,23.485,16.338,18.613,19.856
1740990420000,2025.03.03 08:27,410749,1,-1,-1,3,0,1,2859.86900,2862.30034,2863.45808,1.00221,38.784,18.000,1,9,1,1,0,1,1,1,0,0,sideway,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2862.65479,2862.82937,7.359,36.547,18.724,15.483,23.485,16.338,18.613,19.856
1740990480000,2025.03.03 08:28,410750,1,-1,-1,4,0,1,2860.50500,2862.11331,2863.42089,0.98586,40.144,18.000,1,9,1,1,0,1,1,1,0,0,sideway,40.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2862.57741,2862.76895,10.846,31.674,18.724,15.483,23.485,16.338,18.613,19.856
1740990540000,2025.03.03 08:29,410751,1,-1,-1,5,0,1,2860.21400,2861.98959,2863.39067,1.00879,39.708,18.000,1,8,1,1,0,0,1,1,0,0,deferred,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2862.51984,2862.72275,12.661,27.451,21.370,13.419,30.268,16.811,16.131,24.138
1740990600000,2025.03.03 08:30,410752,1,-1,-1,6,0,1,2860.15100,2861.85301,2863.35775,0.97786,40.541,18.000,1,8,1,1,0,0,1,1,0,0,deferred,34.38,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2862.45579,2862.67155,10.973,29.634,21.370,13.419,30.268,16.811,16.131,24.138
1740990660000,2025.03.03 08:31,410753,1,-1,-1,7,0,1,2859.89200,2861.72209,2863.32452,0.97129,42.119,18.000,1,7,1,1,0,0,1,1,0,0,deferred,31.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2862.39177,2862.62011,9.510,30.433,21.370,13.419,30.268,16.811,16.131,24.138
1740990720000,2025.03.03 08:32,410754,1,-1,-1,8,0,1,2860.19400,2861.58131,2863.28895,0.97250,40.719,18.000,1,7,1,1,0,0,1,1,0,0,deferred,28.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2862.32233,2862.56443,13.704,26.375,21.370,13.419,30.268,16.811,16.131,24.138
1740990780000,2025.03.03 08:33,410755,1,-1,-1,9,0,1,2860.79000,2861.47459,2863.25688,0.96693,36.387,18.000,1,7,1,1,0,0,1,1,1,0,fired,25.00,70.00,20.00,90.00,1,0,40.36,99.96,0,0,BLOCK:min_entry_pctile,2862.26321,2862.51606,19.382,22.858,21.370,13.419,30.268,16.811,16.131,24.138
1740992280000,2025.03.03 08:58,410780,1,1,0,-1,1,0,2868.10500,2865.86560,2863.81421,0.92636,58.538,18.000,1,6,1,0,1,0,1,1,1,1,fired,6.25,70.00,20.00,90.00,1,0,67.72,99.96,0,0,BLOCK:min_entry_pctile,2864.11666,2863.85007,19.230,8.904,21.909,33.539,14.799,16.153,16.476,20.920
1741012320000,2025.03.03 14:32,411114,1,1,0,-1,1,0,2877.41500,2873.98192,2873.10861,1.00707,25.005,18.000,1,7,1,1,0,0,1,1,0,0,htf,62.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:htf,2873.58548,2873.56544,32.003,12.761,22.317,19.633,25.953,39.651,16.377,7.268
1741012380000,2025.03.03 14:33,411115,1,1,1,-1,1,0,2877.50500,2874.24600,2873.15323,1.00493,27.638,18.000,1,8,1,1,0,0,1,1,0,0,htf,62.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:htf,2873.69186,2873.64401,28.974,11.059,22.317,19.633,25.953,39.651,16.377,7.268
1741012500000,2025.03.03 14:35,411117,1,1,3,-1,1,0,2879.84000,2874.82572,2873.25611,1.20871,36.499,18.000,1,8,1,0,1,0,1,1,1,1,fired,96.88,70.00,20.00,90.00,0,1,102.12,99.96,0,0,HIGH_RISK_ROUTE,2873.93601,2873.82589,42.490,8.307,20.855,28.253,22.492,39.651,16.377,7.268
1741047360000,2025.03.04 00:16,411635,1,1,0,-1,1,0,2893.50200,2891.96205,2890.91882,0.56079,33.161,18.000,1,9,1,0,0,0,1,1,1,1,fired,71.88,70.00,20.00,90.00,0,0,42.11,99.96,0,0,FIRE,2891.91402,2891.77140,30.596,10.919,27.358,19.005,15.917,20.870,15.109,16.996
1741050780000,2025.03.04 01:13,411692,1,-1,-1,0,0,1,2884.35700,2888.57737,2890.64363,1.36979,41.385,18.000,1,9,1,0,0,0,1,1,1,0,fired,93.75,70.00,20.00,90.00,0,0,97.66,99.51,0,0,FIRE,2890.27232,2890.58375,6.232,28.928,15.983,17.860,29.023,13.910,11.271,11.064
1741057020000,2025.03.04 02:57,411796,1,-1,-1,0,0,1,2885.25600,2887.08949,2888.09640,0.57043,34.816,18.000,1,9,1,1,0,0,1,1,1,0,fired,25.00,70.00,20.00,90.00,1,0,45.97,99.51,0,0,BLOCK:min_entry_pctile,2887.12967,2887.33129,8.496,33.497,20.295,19.728,26.368,13.138,12.390,13.671
1741064340000,2025.03.04 04:59,411918,1,1,0,-1,1,0,2891.37200,2891.26184,2889.22683,0.49521,23.230,18.000,1,2,0,0,1,0,1,1,0,0,tq,3.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2890.06617,2889.74021,17.046,20.594,39.216,26.862,8.969,20.030,29.465,14.209
1741064400000,2025.03.04 05:00,411919,1,1,1,-1,1,0,2891.09800,2891.27032,2889.24906,0.52236,24.612,18.000,1,0,0,0,1,0,0,1,0,0,price,25.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,2890.10244,2889.77351,14.774,29.722,39.216,26.862,8.969,20.030,29.465,14.209
1741064460000,2025.03.04 05:01,411920,1,1,2,-1,1,0,2891.51800,2891.25706,2889.26822,0.55050,24.156,18.000,1,4,0,0,1,0,1,1,0,0,tq,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2890.13010,2889.80054,16.750,25.759,39.216,26.862,8.969,20.030,29.465,14.209
1741064520000,2025.03.04 05:02,411921,1,1,3,-1,1,0,2891.22900,2891.27714,2889.29153,0.53829,23.761,18.000,1,0,0,0,1,0,0,1,0,0,price,25.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,2890.16865,2889.83559,14.517,22.324,39.216,26.862,8.969,20.030,29.465,14.209
1741064580000,2025.03.04 05:03,411922,1,1,4,-1,1,0,2891.50900,2891.27343,2889.31161,0.55207,22.332,18.000,1,4,0,0,1,0,1,1,0,0,tq,43.75,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2890.19810,2889.86403,14.882,19.348,39.216,26.862,8.969,20.030,29.465,14.209
1741064640000,2025.03.04 05:04,411923,1,1,5,-1,1,0,2891.88300,2891.29155,2889.33438,0.56086,21.909,18.000,1,7,1,0,1,0,1,1,1,1,fired,56.25,70.00,20.00,90.00,1,0,41.59,99.51,0,0,BLOCK:min_entry_pctile,2890.23452,2889.89760,24.714,16.768,37.334,23.280,13.939,20.030,29.465,14.209
1741069620000,2025.03.04 06:27,412006,1,-1,-1,0,0,1,2887.14800,2888.45848,2889.86105,0.70000,23.762,18.000,1,8,1,1,0,0,1,1,1,0,fired,71.88,70.00,20.00,90.00,0,0,44.06,99.51,0,0,FIRE,2889.62865,2889.84925,12.605,29.589,35.179,9.633,20.943,18.332,19.570,24.292
1741073100000,2025.03.04 07:25,412064,1,1,0,-1,1,0,2894.38400,2891.39000,2889.38350,0.74064,72.279,18.000,1,7,1,0,1,0,1,1,1,1,fired,0.00,70.00,20.00,90.00,1,0,78.37,99.07,0,0,BLOCK:min_entry_pctile,2889.55300,2889.41135,23.569,4.703,40.901,39.464,12.636,22.263,22.020,26.253
1741099200000,2025.03.04 14:40,412499,1,-1,-1,0,0,1,2913.73500,2915.51825,2919.52044,1.83521,35.660,18.000,1,7,1,1,0,0,1,1,1,0,fired,90.63,70.00,20.00,90.00,0,0,90.14,99.07,0,0,FIRE,2918.71102,2919.46119,17.802,23.710,48.880,7.590,31.573,36.126,14.948,22.542
1741133340000,2025.03.05 00:09,413005,1,-1,-1,0,0,1,2914.15100,2914.11761,2915.37180,0.72386,41.621,18.000,1,0,0,1,0,0,0,1,0,0,price,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2915.14633,2915.35702,22.911,20.125,40.242,7.201,31.559,21.042,18.399,24.382
1741133400000,2025.03.05 00:10,413006,1,-1,-1,1,0,1,2914.79700,2914.12018,2915.35915,0.75014,39.630,18.000,1,0,0,1,0,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2915.11868,2915.33241,30.139,17.442,40.242,7.201,31.559,21.042,18.399,24.382
1741133460000,2025.03.05 00:11,413007,1,-1,-1,2,0,1,2913.99300,2914.17224,2915.35332,0.79964,36.218,18.000,1,4,0,1,0,0,1,1,0,0,tq,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2915.10974,2915.32148,26.121,19.689,40.242,7.201,31.559,21.042,18.399,24.382
1741133520000,2025.03.05 00:12,413008,1,-1,-1,3,0,1,2914.30600,2914.15845,2915.33922,0.79364,33.261,18.000,1,0,0,1,0,0,0,1,0,0,price,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2915.07872,2915.29437,22.638,17.064,40.242,7.201,31.559,21.042,18.399,24.382
1741133580000,2025.03.05 00:13,413009,1,-1,-1,4,0,1,2914.16500,2914.16980,2915.32852,0.74900,31.783,18.000,1,4,0,1,0,0,1,1,0,0,tq,84.38,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2915.05726,2915.27420,23.218,14.789,40.242,7.201,31.559,21.042,18.399,24.382
1741133700000,2025.03.05 00:15,413011,1,-1,-1,6,0,1,2914.07000,2914.17125,2915.30482,0.64993,26.343,18.000,1,5,1,1,0,0,1,1,1,0,fired,59.38,70.00,20.00,90.00,1,0,21.88,99.07,0,0,BLOCK:min_entry_pctile,2915.00915,2915.22996,17.439,14.289,39.195,13.969,27.351,22.502,15.946,30.947
1741136880000,2025.03.05 01:08,413064,1,-1,-1,0,0,1,2913.21500,2914.28875,2915.10454,0.80950,25.989,18.000,1,7,1,1,0,0,1,1,1,0,fired,96.88,70.00,20.00,90.00,0,0,31.70,99.07,0,0,FIRE,2914.74863,2914.90474,14.205,19.275,21.559,11.331,20.319,19.093,17.589,26.533
1741141920000,2025.03.05 02:32,413148,1,-1,-1,0,0,1,2908.31400,2910.50632,2912.00822,1.16164,43.879,18.000,1,7,1,0,0,1,1,1,0,0,sideway,90.63,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2910.55652,2910.86136,15.831,31.149,27.955,18.396,22.351,28.456,15.151,23.985
1741141980000,2025.03.05 02:33,413149,1,-1,-1,1,0,1,2904.54000,2910.33768,2911.96994,1.42500,44.393,18.000,1,8,1,0,0,1,1,1,0,0,sideway,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2910.49423,2910.80937,13.720,38.779,27.955,18.396,22.351,28.456,15.151,23.985
1741142040000,2025.03.05 02:34,413150,1,-1,-1,2,0,1,2905.48100,2909.89170,2911.89295,1.48064,44.838,18.000,1,8,1,1,0,1,1,1,0,0,sideway,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway,2910.32883,2910.68143,11.890,33.608,27.858,15.944,27.877,28.456,15.151,23.985
1741142100000,2025.03.05 02:35,413151,1,-1,-1,3,0,1,2904.57600,2909.55242,2911.82650,1.67729,46.325,18.000,1,8,1,1,0,0,1,1,0,0,deferred,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2910.19417,2910.57530,10.305,36.527,27.858,15.944,27.877,28.456,15.151,23.985
1741142160000,2025.03.05 02:36,413152,1,-1,-1,4,0,1,2904.40400,2909.16961,2911.75137,1.82129,47.957,18.000,1,9,1,1,0,0,1,1,0,0,deferred,96.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2910.03811,2910.45286,8.931,34.178,27.858,15.944,27.877,28.456,15.151,23.985
1741142220000,2025.03.05 02:37,413153,1,-1,-1,5,0,1,2904.85300,2908.80303,2911.67523,1.86736,47.203,18.000,1,8,1,1,0,0,1,1,0,0,deferred,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2909.88161,2910.32941,12.010,29.621,27.858,15.944,27.877,28.456,15.151,23.985
1741142280000,2025.03.05 02:38,413154,1,-1,-1,6,0,1,2905.84400,2908.49918,2911.60453,1.88714,43.516,18.000,1,7,1,1,0,0,1,1,0,0,deferred,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2909.74192,2910.21765,17.275,25.672,27.858,15.944,27.877,28.456,15.151,23.985
1741142340000,2025.03.05 02:39,413155,1,-1,-1,7,0,1,2906.80000,2908.29494,2911.54484,1.93871,38.428,18.000,1,4,0,1,0,0,1,1,0,0,tq,93.75,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.63365,2910.12839,24.767,22.249,28.780,13.818,28.550,28.456,15.151,23.985
1741142400000,2025.03.05 02:40,413156,1,-1,-1,8,0,1,2907.36200,2908.17994,2911.49567,1.92157,35.401,18.000,1,4,0,1,0,0,1,1,0,0,tq,90.63,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.55494,2910.06047,26.477,19.282,28.780,13.818,28.550,28.456,15.151,23.985
1741142460000,2025.03.05 02:41,413157,1,-1,-1,9,0,1,2907.82800,2908.11702,2911.45283,1.91829,35.585,18.000,1,4,0,1,0,0,1,1,0,0,tq,87.50,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.49402,2910.00540,36.155,16.711,28.780,13.818,28.550,28.456,15.151,23.985
1741142520000,2025.03.05 02:42,413158,1,-1,-1,10,0,1,2908.12700,2908.09479,2911.41527,1.72850,35.397,18.000,1,0,0,1,0,0,0,1,0,0,price,78.13,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price,2909.44774,2909.96096,31.334,15.371,28.780,13.818,28.550,28.456,15.151,23.985
1741142580000,2025.03.05 02:43,413159,1,-1,-1,11,0,1,2907.80100,2908.09727,2911.38119,1.58979,36.148,18.000,1,4,0,1,0,0,1,1,0,0,tq,71.88,70.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.41106,2909.92353,31.855,13.321,28.780,13.818,28.550,28.456,15.151,23.985
1741142640000,2025.03.05 02:44,413160,1,-1,-1,12,0,1,2907.70600,2908.07448,2911.34409,1.53079,32.342,18.000,1,3,0,0,0,0,1,1,0,0,tq,65.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.36633,2909.88021,27.608,23.707,25.861,21.556,24.743,29.957,13.131,30.434
1741142700000,2025.03.05 02:45,413161,1,-1,-1,13,0,1,2908.11500,2908.04613,2911.30639,1.51257,30.999,18.000,1,0,0,0,0,0,0,1,0,0,price,62.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,2909.32021,2909.83584,32.318,20.546,25.861,21.556,24.743,29.957,13.131,30.434
1741142760000,2025.03.05 02:46,413162,1,-1,-1,14,0,1,2907.71400,2908.05143,2911.27332,1.23521,29.834,18.000,1,4,0,0,0,0,1,1,0,0,tq,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.28673,2909.80072,28.009,17.807,25.861,21.556,24.743,29.957,13.131,30.434
1741142820000,2025.03.05 02:47,413163,1,-1,-1,15,0,1,2908.34200,2908.02547,2911.23644,1.17714,29.731,18.000,1,0,0,0,0,0,0,1,0,0,price,43.75,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price,2909.24305,2909.75814,28.073,15.432,25.861,21.556,24.743,29.957,13.131,30.434
1741142880000,2025.03.05 02:48,413164,1,-1,-1,16,0,1,2907.75900,2908.04982,2911.20644,1.01636,29.641,18.000,1,4,0,0,0,0,1,1,0,0,tq,37.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2909.21802,2909.72924,24.330,13.375,25.861,21.556,24.743,29.957,13.131,30.434
1741143000000,2025.03.05 02:50,413166,1,-1,-1,18,0,1,2906.00800,2907.93665,2911.12591,0.94607,25.310,18.000,1,8,1,0,0,0,1,1,0,0,deferred,31.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2909.11275,2909.63103,18.274,27.637,23.107,19.322,21.444,29.957,13.131,30.434
1741143060000,2025.03.05 02:51,413167,1,-1,-1,19,0,1,2906.07900,2907.78829,2911.07288,0.92771,25.766,18.000,1,7,1,0,0,0,1,1,0,0,deferred,28.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2909.02651,2909.55709,15.838,28.608,23.107,19.322,21.444,29.957,13.131,30.434
1741143120000,2025.03.05 02:52,413168,1,-1,-1,20,0,1,2905.44700,2907.65681,2911.02113,0.88014,25.472,18.000,1,7,1,0,0,0,1,1,0,0,deferred,15.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.94463,2909.48611,15.338,24.794,23.107,19.322,21.444,29.957,13.131,30.434
1741143300000,2025.03.05 02:55,413171,1,-1,-1,23,0,1,2905.90100,2907.37984,2910.87670,0.97371,20.888,18.000,1,6,1,1,0,0,1,1,0,0,deferred,15.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.73317,2909.29689,14.077,21.085,23.707,16.746,29.521,29.957,13.131,30.434
1741143360000,2025.03.05 02:56,413172,1,-1,-1,24,0,1,2904.27900,2907.26608,2910.82514,1.10300,23.559,18.000,1,7,1,1,0,0,1,1,0,0,deferred,34.38,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.65450,2909.22759,12.200,29.101,23.707,16.746,29.521,29.957,13.131,30.434
1741143420000,2025.03.05 02:57,413173,1,-1,-1,25,0,1,2903.18900,2907.03631,2910.75730,1.20393,27.242,18.000,1,9,1,1,0,0,1,1,0,0,deferred,40.63,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.53296,2909.12660,10.574,32.749,23.707,16.746,29.521,29.957,13.131,30.434
1741143480000,2025.03.05 02:58,413174,1,-1,-1,26,0,1,2903.82400,2906.74036,2910.67887,1.21793,30.435,18.000,1,9,1,1,0,0,1,1,0,0,deferred,37.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.38451,2909.00542,9.164,28.382,23.707,16.746,29.521,29.957,13.131,30.434
1741143540000,2025.03.05 02:59,413175,1,-1,-1,27,0,1,2904.29000,2906.51603,2910.60784,1.24257,28.368,18.000,1,7,1,1,0,0,1,1,0,0,deferred,37.50,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred,2908.25783,2908.89968,18.206,24.598,25.859,14.513,33.736,31.259,11.380,26.376
1741143600000,2025.03.05 03:00,413176,1,-1,-1,28,0,1,2905.83900,2906.34479,2910.54237,1.34564,24.697,18.000,1,4,0,1,0,0,1,1,0,0,tq,53.13,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq,2908.14762,2908.80560,20.965,21.318,25.859,14.513,33.736,31.259,11.380,26.376
1741143660000,2025.03.05 03:01,413177,1,-1,-1,29,0,1,2905.59700,2906.30589,2910.49363,1.35000,22.588,18.000,1,0,0,1,0,0,1,1,0,0,age_expired,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2908.08349,2908.74506,22.078,18.476,25.859,14.513,33.736,31.259,11.380,26.376
1741143720000,2025.03.05 03:02,413178,1,-1,-1,30,0,1,2905.80300,2906.25136,2910.44289,1.35221,22.224,18.000,1,0,0,1,0,0,1,1,0,0,age_expired,46.88,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2908.01442,2908.68082,23.946,16.012,25.859,14.513,33.736,31.259,11.380,26.376
1741143780000,2025.03.05 03:03,413179,1,-1,-1,31,0,1,2907.99100,2906.21687,2910.39481,1.41986,24.095,18.000,1,0,0,1,0,0,0,1,0,0,age_expired,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2907.95299,2908.62208,29.664,13.877,25.859,14.513,33.736,31.259,11.380,26.376
1741143840000,2025.03.05 03:04,413180,1,-1,-1,32,0,1,2907.93700,2906.35334,2910.36990,1.42714,26.873,18.000,1,0,0,1,0,0,0,1,0,0,age_expired,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2907.95405,2908.60921,31.655,12.027,25.902,17.104,29.238,31.259,11.380,26.376
1741143900000,2025.03.05 03:05,413181,1,-1,-1,33,0,1,2908.66000,2906.47516,2910.34468,1.44157,29.535,18.000,1,0,0,1,0,0,0,1,0,0,age_expired,50.00,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2907.95357,2908.59549,28.789,10.423,25.902,17.104,29.238,31.259,11.380,26.376
1741143960000,2025.03.05 03:06,413182,1,-1,-1,34,0,1,2906.56200,2906.64322,2910.32723,1.51636,28.238,18.000,1,0,0,1,0,0,1,1,0,0,age_expired,56.25,70.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:age_expired,2907.97320,2908.59680,24.950,16.701,25.902,17.104,29.238,31.259,11.380,26.376
