Timestamp,MagicNumber,EntryType,Status,CurrentPrice,EntryPrice,StopLoss,TakeProfit,LotSize,RiskPips,RewardPips,RR,RawSLPips,BufferedSLPips,ATR_M1,SpreadPips,ADX_M1,DIPlus_M1,DIMinus_M1,ADX_M3,DIPlus_M3,DIMinus_M3,ADX_M5,DIPlus_M5,DIMinus_M5,RSI7_M1,RSI14_M1,RSI21_M1,RSI7_M3,RSI14_M3,RSI21_M3,RSI7_M5,RSI14_M5,RSI21_M5,EMA25_M1,EMA75_M1,EMA100_M1,EMA200_M1,EMA25_M3,EMA75_M3,EMA100_M3,EMA200_M3,EMA25_M5,EMA75_M5,EMA100_M5,EMA200_M5
2026.02.17 05:07,20260217050700838,S-E4,SKIPPED_SELL,4942.45,4942.53,4948.59,4926.23,0.15,606.4,1630.0,2.69,606.4,606.4,202.1,0.0,26.73,11.35,30.32,15.47,14.68,24.92,14.10,17.55,23.04,9.75,21.83,28.60,20.31,30.72,35.15,23.08,32.30,35.93,4952.11,4953.73,4954.57,4957.92,4953.99,4958.93,4961.96,4971.03,4955.96,4964.56,4968.75,4978.89
2026.02.17 05:16,20260217051600838,S-E2,SKIPPED_SELL,4919.25,4919.18,4932.67,4895.38,0.15,1349.1,2379.9,1.76,1349.1,1349.1,449.7,0.0,43.04,7.22,48.37,27.98,9.55,37.79,20.78,13.18,35.20,7.34,12.55,16.86,6.59,15.67,21.76,9.40,19.02,24.85,4946.74,4951.11,4952.46,4956.51,4952.66,4958.04,4961.12,4970.32,4955.25,4963.83,4968.04,4978.32
2026.02.17 13:20,20260217132000879,S-E4,SELL,4913.00,4913.00,4922.78,4882.41,0.15,977.6,3059.4,3.13,972.0,977.6,324.0,0.0,80.89,5.04,31.07,59.24,2.85,35.49,42.42,6.19,38.51,16.26,22.28,26.39,9.54,23.05,31.61,13.81,30.30,37.64,4925.37,4930.12,4930.30,4928.82,4932.10,4929.12,4928.28,4932.18,4931.17,4928.37,4930.20,4942.27
2026.02.17 13:22,20260217132000879,S-E4,SELL_LOST,4918.47,4913.00,4922.78,4882.41,0.15,977.6,3059.4,3.13,972.0,977.6,350.4,0.0,73.73,7.35,23.34,62.98,2.47,36.32,42.42,6.19,38.51,60.61,48.57,45.21,40.20,39.72,42.76,40.70,43.65,46.15,4923.81,4929.28,4929.68,4928.53,4931.36,4928.93,4928.16,4932.07,4931.17,4928.37,4930.20,4942.27
2026.02.17 14:01,20260217140100899,S-E2,SKIPPED_SELL,4865.98,4865.65,4889.71,4814.89,0.15,2405.8,5075.6,2.11,2405.8,2405.8,801.9,0.0,31.63,10.26,35.83,42.18,9.82,36.48,53.10,9.21,37.41,7.87,14.57,18.79,9.27,15.23,19.82,12.13,19.54,24.91,4910.14,4918.39,4920.67,4923.66,4921.82,4925.20,4925.48,4930.14,4924.87,4926.23,4928.31,4940.31
2026.02.18 02:10,20260218021001005,L-E4,BUY,4899.88,4899.99,4890.80,4923.04,0.15,919.4,2304.6,2.51,907.3,919.4,302.4,0.0,37.63,30.16,8.70,22.05,29.20,12.53,28.85,29.82,10.37,81.69,73.44,68.71,84.64,71.87,65.88,81.90,71.14,65.01,4890.58,4886.35,4884.55,4881.15,4884.88,4880.17,4879.78,4883.43,4881.55,4879.71,4881.43,4893.31
2026.02.18 03:03,20260218021001005,L-E4,,4908.96,4899.99,4900.50,4923.04,0.15,50.6,2304.6,45.55,907.3,919.4,161.5,0.0,25.89,34.32,15.62,47.55,27.95,9.92,46.46,20.10,8.28,75.96,67.38,64.70,70.47,68.30,65.85,80.27,73.51,68.09,4904.05,4899.32,4896.67,4890.13,4898.06,4888.44,4886.29,4886.39,4892.62,4884.99,4885.11,4894.08
2026.02.18 04:06,20260218021001005,L-E4,BUY_WON,4921.68,4899.99,4913.61,4923.04,0.15,1361.6,2304.6,1.69,907.3,919.4,128.4,0.0,19.89,26.45,17.88,44.32,20.86,6.57,55.47,24.83,8.80,72.59,66.31,64.18,75.64,72.57,70.24,83.61,77.72,72.75,4919.40,4915.18,4912.31,4903.48,4914.37,4901.49,4897.31,4892.51,4907.99,4894.39,4892.26,4896.78
2026.02.18 06:51,20260218065100066,L-E1,SKIPPED_BUY,4934.23,4933.99,4927.26,4946.78,0.15,673.1,1279.0,1.90,673.1,673.1,168.3,0.0,36.79,31.65,13.35,22.48,27.42,13.52,20.42,30.22,16.16,61.53,59.79,57.28,67.08,57.44,56.24,58.97,56.80,58.43,4931.09,4931.34,4931.15,4927.06,4931.02,4925.52,4920.88,4909.77,4929.90,4917.08,4911.81,4906.97
2026.02.18 13:01,20260218130100081,L-E2,SKIPPED_BUY,4949.06,4949.02,4940.42,4967.16,0.15,859.8,1814.0,2.11,859.8,859.8,286.6,0.0,64.78,46.46,3.50,40.35,44.16,7.91,30.87,42.84,11.54,95.94,87.25,81.04,90.55,79.88,74.04,88.91,78.82,72.32,4931.12,4925.28,4923.65,4921.68,4923.18,4920.82,4920.80,4918.26,4921.07,4920.43,4919.23,4915.08
2026.02.18 14:53,20260218145300108,L-E4,SKIPPED_BUY,4993.74,4993.46,4979.82,5031.85,0.15,1363.6,3838.9,2.82,1363.6,1363.6,454.5,0.0,47.74,29.14,6.74,42.87,21.54,6.52,40.40,28.17,7.04,82.05,76.27,73.36,86.47,79.50,75.90,85.78,80.33,77.11,4977.46,4966.05,4961.65,4950.17,4962.58,4946.62,4941.77,4931.39,4953.10,4937.60,4933.11,4923.63
2026.02.19 00:04,20260219000400163,S-E4,SKIPPED_SELL,4962.73,4962.69,4972.14,4938.56,0.15,944.8,2412.7,2.55,944.8,944.8,314.9,0.0,41.15,11.09,40.27,37.31,6.41,28.92,29.72,13.01,29.32,16.59,24.72,30.16,25.64,33.20,36.30,13.73,24.55,30.62,4976.32,4978.27,4978.82,4980.75,4979.08,4981.31,4981.67,4976.08,4980.61,4981.53,4978.78,4964.66
2026.02.19 00:05,20260219000500163,S-E4,SKIPPED_SELL,4962.93,4962.98,4972.97,4937.47,0.15,999.2,2551.5,2.55,999.2,999.2,333.1,0.0,43.58,9.61,37.69,37.31,6.41,28.92,32.07,11.28,31.56,18.12,25.47,30.64,25.83,33.35,36.43,13.85,24.70,30.75,4975.43,4977.89,4978.54,4980.58,4979.08,4981.31,4981.67,4976.08,4980.25,4981.38,4978.72,4964.77
2026.02.19 00:50,20260219005000163,S-E4,SKIPPED_SELL,4962.75,4962.80,4968.47,4951.44,0.15,566.2,1136.0,2.01,566.2,566.2,188.7,0.0,37.74,11.64,36.17,20.24,15.07,29.39,21.44,15.31,22.80,27.71,36.48,39.50,32.31,37.58,39.52,28.79,33.13,35.78,4967.59,4970.41,4971.84,4975.65,4971.43,4976.75,4978.05,4974.93,4974.38,4978.55,4977.03,4965.13
2026.02.19 05:07,20260219050700180,L-E2,SKIPPED_BUY,4988.39,4988.39,4984.13,4994.28,0.15,425.2,589.4,1.39,425.2,425.2,141.7,0.0,54.20,42.86,5.86,25.10,36.11,15.39,22.18,34.34,18.40,78.91,70.83,66.11,73.09,66.51,63.72,72.38,66.37,62.84,4983.52,4981.30,4980.19,4977.48,4980.33,4976.72,4976.18,4974.62,4978.32,4975.98,4975.44,4968.68
2026.02.19 05:39,20260219053900180,L-E4,SKIPPED_BUY,4994.70,4994.47,4990.75,5002.34,0.15,372.6,786.8,2.11,372.6,372.6,124.2,0.0,45.12,35.55,5.31,32.77,39.31,11.77,28.56,34.05,15.13,86.68,74.83,69.86,78.52,70.81,67.36,80.53,72.13,67.44,4989.79,4986.46,4984.91,4981.00,4985.69,4980.10,4978.86,4976.22,4982.28,4977.94,4976.97,4969.88
2026.02.19 08:45,20260219084500202,L-E1,SKIPPED_BUY,5019.81,5019.82,5014.11,5029.35,0.15,570.3,953.5,1.67,570.3,570.3,142.6,0.0,34.66,39.50,8.53,22.45,29.08,13.29,21.37,22.03,14.77,82.60,72.95,67.05,73.13,63.83,61.93,70.93,66.75,66.68,5013.82,5013.15,5012.46,5007.59,5012.70,5006.06,5002.07,4992.38,5011.06,4999.27,4994.88,4982.75
2026.02.19 08:47,20260219084700202,L-E4,SKIPPED_BUY,5019.29,5019.39,5014.35,5031.47,0.15,503.5,1208.5,2.40,503.5,503.5,167.9,0.0,42.30,39.69,10.08,22.45,29.08,13.29,21.37,22.03,14.77,66.42,65.73,62.89,70.10,62.44,61.00,68.22,65.38,65.76,5014.60,5013.47,5012.73,5007.83,5012.70,5006.06,5002.07,4992.38,5011.06,4999.27,4994.88,4982.75
2026.02.20 01:01,20260220010100295,L-E4,SKIPPED_BUY,5009.23,5009.06,5002.77,5025.10,0.15,628.4,1604.6,2.55,628.4,628.4,209.5,0.0,64.11,47.38,3.75,37.74,41.18,7.55,24.51,36.50,13.93,94.31,83.22,75.15,84.75,70.01,63.84,82.68,68.77,63.33,4997.99,4995.75,4995.69,4995.47,4994.69,4994.98,4994.77,4994.22,4994.59,4994.51,4994.34,4992.50
2026.02.20 05:48,20260220054800308,L-E1,SKIPPED_BUY,5003.97,5003.69,4997.63,5016.58,0.15,605.8,1289.1,2.13,605.8,605.8,183.7,0.0,28.14,26.62,15.13,27.09,25.33,20.63,26.36,24.02,21.32,66.90,59.66,57.73,61.26,58.66,56.88,61.68,58.42,56.16,5001.20,4999.95,4999.23,4998.05,4999.85,4997.88,4997.55,4996.66,4998.16,4996.99,4996.65,4994.90
2026.02.20 05:58,20260220055800308,L-E2,SKIPPED_BUY,5009.56,5009.83,5004.83,5017.70,0.15,499.8,787.2,1.57,499.8,499.8,166.6,0.0,48.06,31.28,6.35,29.13,29.51,13.43,25.72,29.06,16.02,80.43,72.10,67.80,74.80,66.92,62.75,72.41,64.83,60.75,5004.22,5001.55,5000.57,4998.87,5000.68,4998.34,4997.91,4996.87,4998.62,4997.22,4996.84,4995.03
2026.02.20 13:47,20260220134700351,L-E1,SKIPPED_BUY,5032.41,5032.56,5020.26,5059.42,0.15,1229.4,2686.2,2.18,1229.4,1229.4,307.3,0.0,23.41,31.43,11.02,21.60,20.95,12.12,21.79,18.46,13.25,71.43,62.64,59.87,66.55,60.65,57.61,64.92,58.51,55.90,5027.32,5025.93,5025.58,5025.32,5025.37,5024.99,5024.24,5019.51,5025.45,5023.56,5021.28,5013.70
2026.02.23 00:57,20260223005700465,L-E1,SKIPPED_BUY,5143.78,5143.88,5132.34,5162.20,0.15,1153.4,1832.1,1.59,1153.4,1153.4,288.4,0.0,29.67,21.77,15.36,24.85,29.50,19.18,37.99,24.12,20.67,58.83,51.41,49.95,49.59,51.40,54.94,50.19,55.55,58.80,5142.79,5143.11,5140.52,5127.45,5143.18,5124.59,5115.12,5090.55,5136.74,5107.59,5096.34,5069.59
2026.02.23 01:10,20260223011000465,L-E2,SKIPPED_BUY,5155.28,5155.36,5143.12,5173.68,0.15,1224.0,1831.4,1.50,1224.0,1224.0,408.0,0.0,38.17,26.96,4.86,23.42,28.11,14.60,35.16,32.94,13.45,76.92,67.73,61.71,75.79,64.16,62.92,64.85,62.40,63.37,5146.10,5144.40,5142.10,5129.94,5143.51,5126.69,5117.43,5092.75,5137.87,5110.38,5099.07,5071.82
2026.02.23 02:41,20260223024100479,L-E2,SKIPPED_BUY,5169.52,5169.83,5163.20,5179.75,0.15,663.0,992.0,1.50,663.0,663.0,221.0,0.0,41.93,31.93,9.11,41.85,32.04,5.88,51.04,32.10,7.09,81.04,69.41,63.69,73.30,64.65,62.46,71.42,64.68,63.80,5163.29,5160.24,5158.20,5148.58,5158.68,5145.26,5136.63,5110.47,5154.38,5129.62,5117.54,5086.63
2026.02.23 02:43,20260223024300479,L-E4,SKIPPED_BUY,5175.17,5175.10,5167.67,5192.04,0.15,742.9,1693.9,2.28,742.9,742.9,247.6,0.0,48.21,38.35,6.84,46.22,35.05,5.09,51.04,32.10,7.09,92.73,79.07,71.06,80.59,69.69,66.00,77.83,68.35,66.23,5164.18,5160.74,5158.65,5149.01,5159.17,5145.80,5137.21,5111.04,5154.38,5129.62,5117.54,5086.63
2026.02.23 07:38,20260223073800502,S-E4,SELL,5126.95,5126.95,5140.01,5091.81,0.15,1305.9,3514.1,2.69,1307.0,1305.9,435.7,0.0,50.49,7.02,28.68,46.07,5.20,27.15,48.33,4.76,32.34,30.88,33.04,34.48,24.06,29.03,31.53,20.46,27.79,32.55,5138.47,5145.46,5147.70,5151.94,5147.48,5153.04,5152.53,5140.35,5151.79,5151.13,5145.29,5119.45
2026.02.23 07:45,20260223073800502,S-E4,,5136.57,5126.95,5140.01,5091.81,0.15,1305.9,3514.1,2.69,1307.0,1305.9,359.9,0.0,30.02,20.62,12.77,44.27,16.23,21.74,51.36,11.79,30.60,62.11,50.95,47.52,46.97,42.02,41.18,38.67,37.92,39.67,5135.83,5143.27,5145.80,5150.69,5145.17,5151.88,5151.70,5140.18,5150.60,5150.72,5145.11,5119.62
2026.02.23 08:25,20260223082500512,S-E4,SKIPPED_SELL,5128.21,5128.29,5135.04,5114.05,0.15,674.4,1424.2,2.11,674.4,674.4,224.8,0.0,20.26,12.19,29.92,18.49,13.12,17.16,32.31,11.47,23.55,17.17,30.14,35.95,29.75,36.22,37.83,26.01,32.10,35.43,5136.50,5138.66,5140.52,5145.77,5139.03,5146.67,5147.73,5139.59,5143.06,5147.36,5143.51,5121.05
2026.02.23 12:58,20260223125801533,L-E4,SKIPPED_BUY,5164.88,5164.88,5159.13,5181.10,0.15,575.9,1621.2,2.82,575.9,575.9,192.0,0.0,44.50,28.51,8.29,34.79,29.12,9.88,25.26,27.65,12.15,70.35,68.17,66.20,77.00,69.34,64.92,73.82,66.18,62.25,5159.51,5155.43,5154.52,5152.35,5154.28,5151.54,5150.70,5145.97,5152.57,5149.81,5147.83,5133.12
2026.02.23 14:21,20260223142100533,L-E1,SKIPPED_BUY,5161.30,5161.30,5153.30,5177.92,0.15,800.4,1662.1,2.08,800.4,800.4,200.1,0.0,42.09,38.43,6.68,30.08,31.42,13.94,30.05,26.25,19.71,88.31,76.27,68.98,75.10,63.66,59.43,71.32,61.09,57.95,5152.72,5152.39,5152.63,5152.48,5152.15,5152.26,5151.73,5147.83,5152.41,5151.15,5149.50,5136.46
2026.02.24 08:21,20260224082100679,S-E1,SKIPPED_SELL,5166.32,5166.37,5177.11,5145.95,0.15,1074.5,2041.6,1.90,1074.5,1074.5,272.7,0.0,34.27,10.26,26.62,22.91,13.35,33.70,21.63,11.16,24.30,32.07,35.06,38.10,19.58,35.17,40.52,32.00,41.06,43.58,5173.36,5175.01,5175.02,5175.43,5175.36,5175.80,5177.51,5183.53,5175.86,5179.71,5182.64,5183.75
2026.02.24 09:30,20260224093000695,S-E1,SKIPPED_SELL,5168.85,5168.56,5175.24,5157.39,0.15,667.9,1116.7,1.67,667.9,667.9,185.3,0.0,34.56,10.55,33.41,22.25,8.62,21.46,23.36,10.75,23.49,27.77,35.15,39.50,34.36,41.64,44.32,36.07,43.37,45.40,5173.00,5173.95,5174.12,5174.64,5174.03,5174.78,5176.04,5181.41,5174.67,5177.85,5180.47,5182.42
2026.02.24 12:17,20260224121700708,S-E4,SKIPPED_SELL,5163.34,5163.45,5170.21,5142.58,0.15,675.3,2087.4,3.09,675.3,675.3,225.1,0.0,52.85,7.28,30.14,19.73,13.93,29.74,21.57,11.23,24.66,15.52,23.36,28.42,21.24,32.13,37.53,24.76,36.27,40.80,5171.18,5172.70,5172.86,5173.15,5173.60,5173.58,5174.08,5177.75,5173.50,5174.95,5176.78,5179.65
2026.02.24 13:40,20260224134000712,S-E2,SKIPPED_SELL,5138.69,5138.61,5150.57,5114.37,0.15,1195.2,2424.6,2.03,1195.2,1195.2,398.4,0.0,34.14,7.34,27.55,23.88,8.94,19.51,35.22,8.21,29.83,10.11,21.61,28.47,15.61,25.98,30.28,24.15,31.17,34.51,5154.37,5156.95,5158.61,5163.11,5157.98,5164.37,5166.51,5172.49,5160.83,5168.11,5170.95,5176.00
2026.02.25 00:26,20260225002600796,S-E1,SKIPPED_SELL,5141.14,5141.24,5146.69,5132.59,0.15,544.5,864.9,1.59,544.5,544.5,210.3,0.0,23.10,15.40,27.60,27.18,14.55,16.07,24.55,18.55,18.84,36.70,43.93,46.43,41.63,45.70,45.61,45.50,45.07,45.06,5143.51,5143.27,5144.02,5147.10,5143.19,5147.72,5149.05,5152.40,5144.91,5149.73,5151.18,5156.84
2026.02.25 05:04,20260225050400815,L-E4,SKIPPED_BUY,5188.19,5187.75,5183.72,5196.26,0.15,402.8,850.7,2.11,402.8,402.8,134.3,0.0,34.68,43.76,8.69,19.43,25.13,13.90,17.54,15.20,13.63,89.72,75.33,67.19,73.89,61.68,57.97,67.82,59.22,57.68,5182.14,5182.18,5182.10,5179.69,5182.15,5178.76,5175.86,5168.91,5181.61,5173.46,5170.15,5166.06
2026.02.25 09:08,20260225090800850,S-E4,SKIPPED_SELL,5180.44,5180.74,5188.25,5160.55,0.15,751.3,2019.4,2.69,751.3,751.3,250.4,0.0,47.83,9.44,27.72,39.98,6.88,35.81,31.05,13.89,34.40,22.20,26.22,31.19,16.16,31.71,37.98,21.97,35.61,41.26,5187.14,5188.98,5189.20,5189.12,5189.89,5189.19,5187.82,5181.48,5190.28,5186.50,5183.41,5176.09
2026.02.25 14:10,20260225141000867,L-E1,SKIPPED_BUY,5189.89,5189.82,5183.31,5202.34,0.15,651.0,1251.7,1.92,651.0,651.0,192.8,0.0,36.27,20.82,5.88,20.87,20.71,14.03,21.08,20.47,13.43,70.21,59.64,56.25,62.79,58.27,56.93,63.67,59.66,57.15,5187.25,5186.49,5185.69,5183.87,5185.95,5183.43,5183.15,5181.71,5184.38,5182.79,5182.18,5178.59
2026.02.26 00:01,20260226000100944,S-E2,SKIPPED_SELL,5162.37,5162.17,5176.55,5138.07,0.15,1438.1,2410.0,1.68,1438.1,1438.1,479.4,0.0,28.75,6.75,24.72,20.11,15.00,26.02,13.87,17.40,21.56,37.21,40.81,42.83,33.99,40.66,42.30,34.69,39.58,40.50,5168.83,5170.35,5171.43,5176.81,5171.04,5178.43,5181.57,5185.86,5173.34,5183.24,5185.20,5185.30
2026.02.26 06:00,20260226060000978,L-E1,SKIPPED_BUY,5198.10,5198.03,5191.27,5209.33,0.15,675.8,1129.9,1.67,675.8,675.8,169.6,0.0,27.14,26.97,10.35,23.03,25.79,16.40,22.86,19.27,17.01,64.23,54.21,52.33,54.74,54.05,54.47,54.30,55.99,56.05,5196.72,5196.59,5195.89,5193.21,5196.34,5192.48,5191.02,5188.88,5195.16,5190.16,5189.17,5187.27
2026.02.26 13:45,20260226134500016,S-E1,SKIPPED_SELL,5165.28,5165.36,5177.72,5141.59,0.15,1236.1,2376.8,1.92,1236.1,1236.1,323.8,0.0,23.36,12.58,31.55,23.90,11.26,23.24,20.10,15.34,26.41,20.86,31.45,35.96,27.48,36.29,40.05,28.89,37.94,40.83,5173.35,5175.12,5175.32,5176.15,5175.66,5176.67,5177.72,5180.79,5176.03,5178.67,5180.09,5182.66
2026.02.27 14:20,20260227142000179,L-E4,SKIPPED_BUY,5228.79,5228.32,5219.01,5250.94,0.15,931.1,2261.5,2.43,931.1,931.1,310.4,0.0,28.42,22.19,8.89,27.65,19.20,13.90,29.71,23.50,15.13,67.81,61.23,59.00,63.92,62.40,62.77,66.55,67.38,67.19,5223.58,5217.38,5213.51,5203.22,5215.73,5200.66,5196.63,5190.53,5208.02,5194.06,5191.40,5187.54
