ts_ms,dt,bar,interesting,armed_dir,up_age,dn_age,aligned_bull,aligned_bear,price,ema25,ema200,atr_m1,adx_m1,min_adx,adx_pass,trend_quality,tq_pass,htf_block_long,htf_block_short,sideway_block,price_ok,in_session,detected,det_long,gate,atr_pctile,min_entry_pctile,atr_pctile_low,atr_pctile_high,min_entry_block,is_high_risk,potential_loss_usd,entry_max_loss,opposing_pos,entrytype_blocked,final_decision
1767311940000,2026.01.01 23:59,353136,1,1,0,-1,1,0,4348.37300,4343.96022,4326.18885,2.23214,29.849,18.000,1,7,1,0,1,0,1,1,1,1,fired,84.38,65.00,20.00,90.00,0,1,336.12,100.00,0,0,HIGH_RISK_ROUTE
1767321540000,2026.01.02 02:39,353296,1,1,0,-1,1,0,4352.19600,4348.48465,4344.34879,2.11486,20.213,18.000,1,7,1,0,0,0,1,1,1,1,fired,81.25,65.00,20.00,90.00,0,1,121.07,99.91,0,0,HIGH_RISK_ROUTE
1767335340000,2026.01.02 06:29,353526,1,1,0,-1,1,0,4379.75100,4377.28018,4372.78743,1.43536,24.045,18.000,1,6,1,0,0,0,1,1,1,1,fired,71.88,65.00,20.00,90.00,0,1,107.81,99.74,0,0,HIGH_RISK_ROUTE
1767339540000,2026.01.02 07:39,353596,1,1,0,-1,1,0,4379.73100,4376.41984,4374.25746,1.47671,30.319,18.000,1,6,1,0,0,0,1,1,1,1,fired,12.50,65.00,20.00,90.00,1,0,85.46,99.54,0,0,BLOCK:min_entry_pctile
1767355860000,2026.01.02 12:11,353868,1,1,0,-1,1,0,4396.02800,4393.86690,4391.20066,1.24721,30.922,18.000,1,8,1,0,0,0,1,1,1,1,fired,68.75,65.00,20.00,90.00,0,0,75.77,99.54,0,0,FIRE
1767359340000,2026.01.02 13:09,353926,1,1,0,-1,1,0,4397.18400,4393.64538,4391.95934,1.61000,59.726,18.000,1,6,1,0,1,0,1,1,1,1,fired,12.50,65.00,20.00,90.00,1,0,81.73,99.72,0,0,BLOCK:min_entry_pctile
1767360780000,2026.01.02 13:33,353950,1,-1,-1,0,0,1,4369.60500,4385.41781,4391.22674,4.44821,62.776,18.000,1,8,1,0,0,0,1,1,1,0,fired,84.38,65.00,20.00,90.00,0,1,327.69,99.72,0,0,HIGH_RISK_ROUTE
1767571140000,2026.01.04 23:59,354507,1,1,0,-1,1,0,4372.59400,4368.69060,4343.28654,2.53071,41.954,18.000,1,6,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,442.97,100.00,0,0,HIGH_RISK_ROUTE
1767580020000,2026.01.05 02:27,354655,1,1,0,-1,1,0,4401.45600,4396.32161,4384.32421,2.28229,34.905,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,260.34,100.00,0,0,HIGH_RISK_ROUTE
1767614340000,2026.01.05 11:59,355227,1,-1,-1,0,0,1,4419.37300,4422.19718,4427.90538,1.55343,35.326,18.000,1,8,1,1,0,0,1,1,1,0,fired,34.38,65.00,20.00,90.00,1,1,131.35,100.00,0,0,HIGH_RISK_ROUTE
1767624180000,2026.01.05 14:43,355391,1,1,0,-1,1,0,4426.15000,4422.67565,4418.93717,4.16779,25.472,18.000,1,7,1,0,1,0,1,1,1,1,fired,87.50,65.00,20.00,90.00,0,1,111.55,100.00,0,0,HIGH_RISK_ROUTE
1767657780000,2026.01.06 00:03,355885,1,-1,-1,0,0,1,4438.60900,4441.22735,4444.98979,1.81571,31.189,18.000,1,7,1,1,0,0,1,1,1,0,fired,43.75,65.00,20.00,90.00,1,0,99.07,100.00,0,0,BLOCK:min_entry_pctile
1767665100000,2026.01.06 02:05,356007,1,1,0,-1,1,0,4452.24000,4447.17330,4441.78895,2.27364,45.617,18.000,1,7,1,0,1,0,1,1,1,1,fired,50.00,65.00,20.00,90.00,1,1,160.13,100.00,0,0,HIGH_RISK_ROUTE
1767680700000,2026.01.06 06:25,356267,1,-1,-1,0,0,1,4459.87300,4457.28631,4460.99801,1.46464,24.239,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767680760000,2026.01.06 06:26,356268,1,-1,-1,1,0,1,4459.23100,4457.48528,4460.98635,1.42800,28.140,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767680820000,2026.01.06 06:27,356269,1,-1,-1,2,0,1,4458.83700,4457.61957,4460.96816,1.42507,27.961,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767680880000,2026.01.06 06:28,356270,1,-1,-1,3,0,1,4459.47700,4457.71322,4460.94608,1.42879,25.917,18.000,1,0,0,0,0,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767680940000,2026.01.06 06:29,356271,1,-1,-1,4,0,1,4460.98200,4457.84889,4460.93085,1.43771,27.161,18.000,1,0,0,0,1,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681000000,2026.01.06 06:30,356272,1,-1,-1,5,0,1,4461.06800,4458.08990,4460.93138,1.44257,30.102,18.000,1,0,0,0,1,0,0,1,0,0,price,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681060000,2026.01.06 06:31,356273,1,-1,-1,6,0,1,4459.50200,4458.31899,4460.93280,1.52964,28.517,18.000,1,0,0,0,1,0,0,1,0,0,price,3.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681120000,2026.01.06 06:32,356274,1,-1,-1,7,0,1,4460.94700,4458.40999,4460.91797,1.53850,27.143,18.000,1,0,0,0,1,0,0,1,0,0,price,3.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681180000,2026.01.06 06:33,356275,1,-1,-1,8,0,1,4463.56500,4458.60514,4460.91827,1.65821,28.490,18.000,1,0,0,0,1,0,0,1,0,0,price,31.25,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681240000,2026.01.06 06:34,356276,1,-1,-1,9,0,1,4464.47400,4458.98667,4460.94570,1.71693,31.212,18.000,1,0,0,0,1,0,0,1,0,0,price,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767681300000,2026.01.06 06:35,356277,1,-1,-1,10,0,1,4463.56700,4459.40877,4460.98226,1.75950,32.246,18.000,1,0,0,0,1,0,0,1,0,0,price,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:price
1767682860000,2026.01.06 07:01,356303,1,1,0,-1,1,0,4467.05800,4463.99210,4461.74305,1.49300,25.052,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,83.08,100.00,0,0,BLOCK:min_entry_pctile
1767687900000,2026.01.06 08:25,356387,1,1,0,-1,1,0,4471.18800,4464.08654,4463.11795,1.34857,60.174,18.000,1,8,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,124.41,100.00,0,0,HIGH_RISK_ROUTE
1767691200000,2026.01.06 09:20,356442,1,-1,-1,0,0,1,4453.10800,4459.97974,4463.60418,2.72971,36.888,18.000,1,7,1,1,0,0,1,1,1,0,fired,87.50,65.00,20.00,90.00,0,1,160.80,100.00,0,0,HIGH_RISK_ROUTE
1767700800000,2026.01.06 12:00,356602,1,1,0,-1,1,0,4464.05500,4460.83228,4456.31464,1.12550,49.708,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,119.47,100.46,0,0,HIGH_RISK_ROUTE
1767707820000,2026.01.06 13:57,356719,1,1,0,-1,1,0,4466.17600,4461.94311,4460.62415,2.15993,30.623,18.000,1,7,1,0,0,1,1,1,0,0,sideway,25.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767707880000,2026.01.06 13:58,356720,1,1,1,-1,1,0,4466.98600,4462.26871,4460.68168,2.08471,31.926,18.000,1,6,1,0,0,1,1,1,0,0,sideway,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767707940000,2026.01.06 13:59,356721,1,1,2,-1,1,0,4468.00700,4462.63158,4460.74701,2.10464,34.260,18.000,1,7,1,0,0,1,1,1,0,0,sideway,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767708000000,2026.01.06 14:00,356722,1,1,3,-1,1,0,4469.62600,4463.04507,4460.82225,2.03114,37.637,18.000,1,7,1,0,0,0,1,1,0,0,deferred,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708060000,2026.01.06 14:01,356723,1,1,4,-1,1,0,4469.27500,4463.55130,4460.91348,2.03164,40.683,18.000,1,6,1,0,0,0,1,1,0,0,deferred,15.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708120000,2026.01.06 14:02,356724,1,1,5,-1,1,0,4469.98700,4463.99158,4461.00012,2.01793,44.011,18.000,1,7,1,0,0,0,1,1,0,0,deferred,9.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708180000,2026.01.06 14:03,356725,1,1,6,-1,1,0,4469.38900,4464.45277,4461.09325,1.86521,45.881,18.000,1,7,1,0,0,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708240000,2026.01.06 14:04,356726,1,1,7,-1,1,0,4467.60400,4464.83248,4461.17922,1.87579,44.049,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708300000,2026.01.06 14:05,356727,1,1,8,-1,1,0,4467.69500,4465.04567,4461.24580,1.90371,40.023,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708360000,2026.01.06 14:06,356728,1,1,9,-1,1,0,4470.14400,4465.24947,4461.31263,1.90957,38.291,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708420000,2026.01.06 14:07,356729,1,1,10,-1,1,0,4470.93800,4465.62597,4461.40414,1.88857,37.849,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708480000,2026.01.06 14:08,356730,1,1,11,-1,1,0,4471.35100,4466.03459,4461.50294,1.88164,37.869,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708540000,2026.01.06 14:09,356731,1,1,12,-1,1,0,4471.48300,4466.44354,4461.60499,1.88164,39.276,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708600000,2026.01.06 14:10,356732,1,1,13,-1,1,0,4471.41900,4466.83119,4461.70736,1.86664,40.151,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708660000,2026.01.06 14:11,356733,1,1,14,-1,1,0,4471.46700,4467.18410,4461.80800,1.86293,41.680,18.000,1,7,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708720000,2026.01.06 14:12,356734,1,1,15,-1,1,0,4470.80300,4467.51356,4461.90809,1.91293,40.203,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708780000,2026.01.06 14:13,356735,1,1,16,-1,1,0,4470.35000,4467.76659,4462.00026,1.86293,35.918,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708840000,2026.01.06 14:14,356736,1,1,17,-1,1,0,4471.81900,4467.96531,4462.08679,1.86229,34.166,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708900000,2026.01.06 14:15,356737,1,1,18,-1,1,0,4472.89900,4468.26175,4462.18764,1.80343,34.857,18.000,1,6,1,0,1,0,1,1,0,0,deferred,0.00,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767708960000,2026.01.06 14:16,356738,1,1,19,-1,1,0,4468.80500,4468.61846,4462.29864,2.00779,32.107,18.000,1,7,1,0,1,0,1,1,1,1,fired,28.13,65.00,20.00,90.00,1,1,100.96,100.46,0,0,HIGH_RISK_ROUTE
1767747420000,2026.01.07 00:57,357316,1,-1,-1,0,0,1,4486.97900,4488.83730,4491.93503,1.69786,27.805,18.000,1,7,1,1,0,0,1,1,1,0,fired,43.75,65.00,20.00,90.00,1,0,77.70,100.46,0,0,BLOCK:min_entry_pctile
1767761940000,2026.01.07 04:59,357558,1,-1,-1,0,0,1,4464.81700,4465.91019,4473.04060,1.27793,23.644,18.000,1,5,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,1,126.71,100.46,0,0,HIGH_RISK_ROUTE
1767774840000,2026.01.07 08:34,357773,1,1,0,-1,1,0,4467.25600,4465.18347,4459.83823,1.49979,19.921,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,114.63,100.46,0,0,HIGH_RISK_ROUTE
1767787140000,2026.01.07 11:59,357978,1,-1,-1,0,0,1,4447.49300,4452.76291,4460.35713,2.05436,49.563,18.000,1,8,1,1,0,0,1,1,1,0,fired,87.50,65.00,20.00,90.00,0,1,196.32,100.46,0,0,HIGH_RISK_ROUTE
1767790440000,2026.01.07 12:54,358033,1,-1,-1,0,0,1,4448.35500,4451.70426,4455.71578,1.64886,32.289,18.000,1,8,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,1,113.77,100.78,0,0,HIGH_RISK_ROUTE
1767796080000,2026.01.07 14:28,358127,1,-1,-1,0,0,1,4445.95500,4447.41211,4449.64269,2.70571,23.210,18.000,1,7,1,0,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,0,58.68,100.78,0,0,BLOCK:min_entry_pctile
1767830340000,2026.01.07 23:59,358635,1,1,0,-1,1,0,4463.44200,4461.87371,4457.84932,0.91386,33.420,18.000,1,7,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,87.25,100.78,0,0,BLOCK:min_entry_pctile
1767833520000,2026.01.08 00:52,358688,1,-1,-1,0,0,1,4450.82700,4452.93673,4457.80834,1.99257,32.095,18.000,1,6,1,1,0,0,1,1,1,0,fired,75.00,65.00,20.00,90.00,0,1,108.08,100.78,0,0,HIGH_RISK_ROUTE
1767835980000,2026.01.08 01:33,358729,1,-1,-1,0,0,1,4452.46800,4456.13454,4456.99085,2.35829,20.671,18.000,1,7,1,1,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,0,42.72,101.07,0,0,BLOCK:min_entry_pctile
1767860100000,2026.01.08 08:15,359131,1,-1,-1,0,0,1,4426.62100,4429.97864,4431.92219,2.25079,37.487,18.000,1,8,1,1,0,0,1,1,1,0,fired,84.38,65.00,20.00,90.00,0,0,49.73,101.07,0,0,FIRE
1767873540000,2026.01.08 11:59,359355,1,-1,-1,0,0,1,4422.75200,4425.22837,4428.72402,1.38043,25.901,18.000,1,8,1,1,0,0,1,1,1,0,fired,53.13,65.00,20.00,90.00,1,0,92.94,101.08,0,0,BLOCK:min_entry_pctile
1767877860000,2026.01.08 13:11,359427,1,-1,-1,0,0,1,4419.86000,4424.09834,4425.55920,2.54336,45.609,18.000,1,8,1,1,0,0,1,1,1,0,fired,96.88,65.00,20.00,90.00,0,0,88.85,101.08,0,0,FIRE
1767879780000,2026.01.08 13:43,359459,1,1,0,-1,1,0,4435.10800,4429.02779,4426.35996,2.67893,27.537,18.000,1,7,1,0,1,0,1,1,1,1,fired,9.38,65.00,20.00,90.00,1,1,134.58,101.08,0,0,HIGH_RISK_ROUTE
1767883740000,2026.01.08 14:49,359525,1,1,0,-1,1,0,4436.50800,4430.20795,4427.10514,4.10864,24.918,18.000,1,6,1,0,0,1,1,1,0,0,sideway,65.63,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767883800000,2026.01.08 14:50,359526,1,1,1,-1,1,0,4433.18200,4430.69257,4427.20258,4.18336,24.284,18.000,1,5,1,0,0,1,1,1,0,0,sideway,65.63,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767920220000,2026.01.09 00:57,360070,1,-1,-1,0,0,1,4462.32100,4465.03360,4469.84320,1.41314,43.829,18.000,1,7,1,1,0,0,1,1,1,0,fired,40.63,65.00,20.00,90.00,1,1,116.19,101.08,0,0,HIGH_RISK_ROUTE
1767925380000,2026.01.09 02:23,360156,1,1,0,-1,1,0,4473.18800,4471.06189,4467.12698,1.61607,24.800,18.000,1,6,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,0,94.28,101.08,0,0,BLOCK:min_entry_pctile
1767928800000,2026.01.09 03:20,360213,1,-1,-1,0,0,1,4464.74500,4465.82966,4467.67462,1.54707,43.874,18.000,1,6,1,1,0,0,1,1,1,0,fired,0.00,65.00,20.00,90.00,1,0,47.30,101.08,0,0,BLOCK:min_entry_pctile
1767935580000,2026.01.09 05:13,360326,1,-1,-1,0,0,1,4463.37300,4463.88373,4464.95821,1.06700,24.311,18.000,1,5,1,0,0,1,1,1,0,0,sideway,40.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935640000,2026.01.09 05:14,360327,1,-1,-1,1,0,1,4463.08300,4463.84444,4464.94178,1.02629,24.171,18.000,1,6,1,1,0,1,1,1,0,0,sideway,34.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935700000,2026.01.09 05:15,360328,1,-1,-1,2,0,1,4461.62300,4463.78587,4464.92252,1.07407,26.888,18.000,1,7,1,1,0,1,1,1,0,0,sideway,43.75,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935760000,2026.01.09 05:16,360329,1,-1,-1,3,0,1,4461.03000,4463.61950,4464.88833,1.09014,30.708,18.000,1,7,1,1,0,1,1,1,0,0,sideway,53.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935820000,2026.01.09 05:17,360330,1,-1,-1,4,0,1,4461.77800,4463.42030,4464.84834,1.15850,33.419,18.000,1,7,1,1,0,1,1,1,0,0,sideway,87.50,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935880000,2026.01.09 05:18,360331,1,-1,-1,5,0,1,4462.99000,4463.29397,4464.81653,1.25657,32.789,18.000,1,7,1,1,0,1,1,1,0,0,sideway,96.88,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767935940000,2026.01.09 05:19,360332,1,-1,-1,6,0,1,4463.79600,4463.27059,4464.79760,1.23493,30.099,18.000,1,0,0,1,0,1,0,1,0,0,sideway,93.75,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767936000000,2026.01.09 05:20,360333,1,-1,-1,7,0,1,4463.39000,4463.31101,4464.78722,1.26086,26.686,18.000,1,0,0,1,0,1,0,1,0,0,sideway,90.63,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767936060000,2026.01.09 05:21,360334,1,-1,-1,8,0,1,4462.47200,4463.31708,4464.77274,1.27171,25.759,18.000,1,7,1,1,0,1,1,1,0,0,sideway,87.50,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767936120000,2026.01.09 05:22,360335,1,-1,-1,9,0,1,4461.88700,4463.25208,4464.74890,1.29307,26.611,18.000,1,7,1,1,0,1,1,1,0,0,sideway,87.50,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1767936180000,2026.01.09 05:23,360336,1,-1,-1,10,0,1,4459.97200,4463.14707,4464.71924,1.48564,29.369,18.000,1,8,1,1,0,0,1,1,0,0,deferred,96.88,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767936240000,2026.01.09 05:24,360337,1,-1,-1,11,0,1,4458.80800,4462.90283,4464.67005,1.52493,32.763,18.000,1,9,1,1,0,0,1,1,0,0,deferred,93.75,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:deferred
1767936300000,2026.01.09 05:25,360338,1,-1,-1,12,0,1,4461.79000,4462.58785,4464.60930,1.66243,32.187,18.000,1,9,1,1,0,0,1,1,1,0,fired,96.88,65.00,20.00,90.00,0,0,45.65,101.08,0,0,FIRE
1767938580000,2026.01.09 06:03,360376,1,1,0,-1,1,0,4470.57500,4467.91707,4465.67467,1.57386,30.830,18.000,1,8,1,0,0,0,1,1,1,1,fired,34.38,65.00,20.00,90.00,1,0,76.86,101.08,0,0,BLOCK:min_entry_pctile
1767945420000,2026.01.09 07:57,360490,1,1,0,-1,1,0,4470.51800,4471.96041,4470.16853,1.31421,18.487,18.000,1,0,0,1,0,0,0,1,0,0,price,78.13,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:price
1767946140000,2026.01.09 08:09,360502,1,1,0,-1,1,0,4474.08200,4471.89226,4470.31598,2.01293,27.111,18.000,1,6,1,0,0,0,1,1,1,1,fired,93.75,65.00,20.00,90.00,0,0,59.85,101.08,0,0,FIRE
1767950340000,2026.01.09 09:19,360572,1,1,0,-1,1,0,4476.02900,4472.11870,4470.64347,1.29521,39.116,18.000,1,7,1,0,1,0,1,1,1,1,fired,18.75,65.00,20.00,90.00,1,0,84.14,101.08,0,0,BLOCK:min_entry_pctile
1767962700000,2026.01.09 12:45,360778,1,-1,-1,0,0,1,4467.05100,4467.49556,4471.20443,1.72857,27.650,18.000,1,7,1,1,0,0,1,1,1,0,fired,59.38,65.00,20.00,90.00,1,0,65.66,101.08,0,0,BLOCK:min_entry_pctile
1767965760000,2026.01.09 13:36,360829,1,1,0,-1,1,0,4483.36800,4474.50773,4470.99259,5.11236,21.851,18.000,1,3,0,0,0,0,1,1,0,0,tq,96.88,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq
1767965820000,2026.01.09 13:37,360830,1,1,1,-1,1,0,4489.01400,4475.18929,4471.12083,5.49336,21.153,18.000,1,7,1,0,0,0,1,1,1,1,fired,96.88,65.00,20.00,90.00,0,1,271.76,101.08,0,0,HIGH_RISK_ROUTE
1768185960000,2026.01.12 02:46,361554,1,1,0,-1,1,0,4582.14400,4571.97790,4563.83670,2.31179,47.286,18.000,1,8,1,0,1,0,1,1,1,1,fired,0.00,65.00,20.00,90.00,1,1,277.97,101.08,0,0,HIGH_RISK_ROUTE
1768195980000,2026.01.12 05:33,361721,1,1,0,-1,1,0,4578.06000,4572.16037,4569.85033,1.98771,20.736,18.000,1,7,1,0,1,0,1,1,1,1,fired,96.88,65.00,20.00,90.00,0,1,126.51,101.08,0,0,HIGH_RISK_ROUTE
1768200780000,2026.01.12 06:53,361801,1,1,0,-1,1,0,4579.56100,4574.96184,4573.36729,1.46179,36.713,18.000,1,7,1,1,0,0,1,1,0,0,htf,56.25,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:htf
1768200840000,2026.01.12 06:54,361802,1,1,1,-1,1,0,4578.92500,4575.31562,4573.43147,1.52879,40.907,18.000,1,8,1,0,1,0,1,1,1,1,fired,87.50,65.00,20.00,90.00,0,0,85.76,101.08,0,0,FIRE
1768219260000,2026.01.12 12:01,362109,1,-1,-1,0,0,1,4585.93600,4586.35418,4589.09078,1.55871,28.403,18.000,1,4,0,1,0,0,1,1,0,0,tq,59.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:tq
1768219320000,2026.01.12 12:02,362110,1,-1,-1,1,0,1,4584.53900,4586.32201,4589.05809,1.63593,27.108,18.000,1,4,0,1,0,0,1,1,0,0,tq,68.75,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq
1768219380000,2026.01.12 12:03,362111,1,-1,-1,2,0,1,4584.97100,4586.18486,4589.01126,1.67543,23.811,18.000,1,3,0,1,0,0,1,1,0,0,tq,71.88,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq
1768219440000,2026.01.12 12:04,362112,1,-1,-1,3,0,1,4584.58000,4586.09148,4588.96939,1.64800,20.953,18.000,1,3,0,1,0,0,1,1,0,0,tq,68.75,65.00,20.00,90.00,0,0,0.00,0.00,0,0,NOT_DETECTED:tq
1768219500000,2026.01.12 12:05,362113,1,-1,-1,4,0,1,4583.76700,4585.97522,4588.92391,1.74193,20.374,18.000,1,6,1,1,0,0,1,1,1,0,fired,71.88,65.00,20.00,90.00,0,0,80.71,101.73,0,0,FIRE
1768223340000,2026.01.12 13:09,362177,1,1,0,-1,1,0,4601.33300,4592.35110,4588.00111,2.43364,71.657,18.000,1,8,1,0,1,0,1,1,1,1,fired,96.88,65.00,20.00,90.00,0,1,203.34,102.08,0,0,HIGH_RISK_ROUTE
1768264380000,2026.01.13 00:33,362798,1,-1,-1,0,0,1,4588.97400,4592.01797,4594.91054,1.48536,35.447,18.000,1,6,1,0,0,0,1,1,1,0,fired,18.75,65.00,20.00,90.00,1,0,92.41,102.08,0,0,BLOCK:min_entry_pctile
1768267140000,2026.01.13 01:19,362844,1,-1,-1,0,0,1,4586.84300,4589.88384,4592.60159,3.22443,32.437,18.000,1,7,1,0,0,1,1,1,0,0,sideway,59.38,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1768267200000,2026.01.13 01:20,362845,1,-1,-1,1,0,1,4585.82100,4589.64993,4592.54191,3.13914,34.218,18.000,1,8,1,0,0,1,1,1,0,0,sideway,53.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1768267260000,2026.01.13 01:21,362846,1,-1,-1,2,0,1,4588.53900,4589.35540,4592.47227,2.90629,31.401,18.000,1,7,1,0,0,1,1,1,0,0,sideway,46.88,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1768267320000,2026.01.13 01:22,362847,1,-1,-1,3,0,1,4587.27500,4589.29260,4592.43151,2.79336,28.960,18.000,1,7,1,0,0,1,1,1,0,0,sideway,40.63,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1768267500000,2026.01.13 01:25,362850,1,-1,-1,6,0,1,4587.54700,4588.95049,4592.28562,2.49429,26.060,18.000,1,7,1,0,0,1,1,1,0,0,sideway,28.13,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
1768267560000,2026.01.13 01:26,362851,1,-1,-1,7,0,1,4585.07900,4588.84253,4592.23651,2.67000,28.732,18.000,1,8,1,0,0,1,1,1,0,0,sideway,31.25,65.00,20.00,90.00,1,0,0.00,0.00,0,0,NOT_DETECTED:sideway
